x1,x2,y
0.2913125868602417,0.4047750671246354,7.073948678372799
0.0257377674267355,-0.3942570770575488,3.8924317084382554
-0.3493423451160806,0.304396365509172,7.943879690290653
0.3697809443544121,0.3584115841003854,6.667072359840837
0.4433322073930102,-0.028256527724737,3.651872498132154
0.4782995198961999,0.1687233137393868,4.14026317798526
-0.3521665688485389,-0.1706528480410689,6.675147457018723
0.1269131588307943,-0.2606318691347618,3.216077637140126
0.2706949229259925,0.3278379274307637,6.7384734226206495
-0.1516766006801028,-0.2439230631826813,4.0714162850807245
-0.2412614443547101,0.0277980545473737,7.667681190040728
0.2437746097573068,-0.1209718986718011,3.6190810727246174
-0.0367084582060686,-0.1469116120940615,2.9811187923597062
0.2164456826118904,-0.0766410540366078,5.6164966897797255
0.4817146150798935,0.108668963090999,7.47876922469249
0.4404286714673178,-0.4025292807805815,4.9102246520890125
-0.2325995886331257,0.3078539196403712,7.502714733516281
-0.3604456054233248,0.3855932482852666,9.241749641953303
-0.3490802105740269,-0.4242080234841061,5.61742535483834
0.3443897909285944,-0.0448372863552019,3.092944806957536
0.4389478577389133,0.2173803323544144,6.089814333180651
-0.3967327587777209,0.4958116651090475,10.664426910438964
-0.2057678075106369,-0.1709861170994376,5.224367326226513
-0.0246639708588651,-0.4883603286953327,5.395768578378034
-0.4974041634361055,0.055540532877065,7.578750753244023
-0.1977020616792038,0.325201033002527,6.978747056000428
-0.1656772834470383,-0.497723801895724,4.503841367775375
-0.1615895161509276,-0.2245408251127978,4.405017808959566
0.3578303271083428,-0.1551322386041372,5.424072545851502
0.1896815475910536,-0.1223205532739875,3.892253205769198
0.4046616601370899,-0.0253675559212614,3.1453069348241294
-0.4012601368546513,-0.0419334341616096,6.054031991217017
-0.0866041222211354,0.1278591203124977,4.662059406153422
-0.1859693382752332,0.1953126363068373,5.25679383570082
-0.236250922077397,0.2844051180918664,7.00391189642568
0.4429864824310148,0.3974089523580419,6.883920984021032
-0.499955456725996,-0.329749304814095,8.302212461835808
-0.019951679429612,-0.3196097964915367,4.378695634990253
-0.3851361865633849,0.3656530550473317,10.36440899459609
-0.3200197561894583,-0.0271840774957508,6.270673384924661
0.0342002280936093,0.1666328133013532,3.934279484919892
-0.2107197986619585,0.3516205516419711,7.114482379913103
-0.2613239097839417,-0.3087933567209332,8.014578720740277
0.3727599718254283,0.1495942019400054,4.241673803417847
-0.4880233593298013,0.3961590943826764,10.216140145039368
-0.1068236707576731,0.463779071233507,9.046604001133046
0.3559639387157632,-0.481444615348237,3.7257142557312095
-0.3384456792315845,0.1788161679048584,9.236459520330577
-0.212968576348697,-0.3098128006647472,5.75629372817924
-0.494142152865237,-0.3070237148941968,7.976461007826538
0.0829612391224651,-0.1622360857839798,3.8142665629988577
-0.1433266849324491,-0.4139780687534573,3.5800707687736693
-0.2510749501995192,-0.0168188448697798,5.189503285237486
0.427067082751409,0.2457534882045886,5.436367439732731
-0.1399833029872377,0.227128290994926,5.662676319102254
-0.2193429028701723,0.232169802095489,6.671468924988899
-0.077969468303808,-0.0672248231869929,3.972876496557775
0.2398637154660385,-0.4006523010700067,3.3938054623204343
-0.249716845962425,-0.2414716273176239,4.033336421974932
0.4982937646421915,-0.453747140926606,6.908698584464513
-0.0571215943438137,-0.2692828243829658,3.481490425400698
-0.3726729408605421,-0.2406309749145889,5.614262928985737
0.3121073503906426,0.1398304459153456,6.027743912175045
0.4164198598659734,-0.3365673549537461,4.066138982930895
0.3424770983175867,-0.2879461217338334,3.7886174871866936
-0.2728288546514832,0.1479246468131717,6.629124496030242
0.2796525341104033,-0.1517008151203152,4.10027977662173
-0.3373900800766085,0.3676699131598093,8.237596819802256
0.2391607031077198,0.2179355083403088,7.343532038983161
0.2968556138450631,0.0197807925977835,3.554292213651043
0.4096041382446092,0.0073859414708955,3.252816226192694
0.1149395323967483,-0.2558222760595584,3.2568636298625404
-0.292345806543555,-0.2392988552498623,5.228383455082328
-0.0392270872907403,0.2056400951513372,6.156785458287967
0.3387123513303284,0.1833734400815273,6.027794562011256
-0.0345458260238555,-0.1124326315434277,5.075502076258396
-0.4812026580898371,-0.4716144865069516,8.311343244257197
-0.348448439514557,0.1534600210023737,7.175846590021761
-0.2343138725440292,0.0496890010062973,5.469810601371911
