iteration,y,best_so_far
132,4.111968254516147,2.926430633896401
133,3.170142439246523,2.926430633896401
134,3.238786130854419,2.926430633896401
135,3.446014664052656,2.926430633896401
136,3.4644775323527766,2.926430633896401
137,3.3870275017698366,2.926430633896401
138,3.442742762624453,2.926430633896401
139,3.4135718082384128,2.926430633896401
140,3.4890828056588212,2.926430633896401
141,3.390855444812397,2.926430633896401
142,3.405611521988193,2.926430633896401
143,3.260860247230955,2.926430633896401
144,3.20439326726212,2.926430633896401
145,4.1046832900226615,2.926430633896401
146,3.233565609021457,2.926430633896401
147,3.190775620039363,2.926430633896401
148,3.231041626570542,2.926430633896401
149,3.221710563855492,2.926430633896401
150,3.2548680481572765,2.926430633896401
151,4.107906878689368,2.926430633896401
152,3.2588716961915862,2.926430633896401
153,4.10583324574466,2.926430633896401
154,3.1748762748919086,2.926430633896401
155,4.111990079649307,2.926430633896401
156,3.5289129305874973,2.926430633896401
157,3.167840194959334,2.926430633896401
158,4.116913138855263,2.926430633896401
159,3.438914637235477,2.926430633896401
160,4.113805886734329,2.926430633896401
161,3.188137957951061,2.926430633896401
162,3.1783844331183855,2.926430633896401
163,4.1123458353449145,2.926430633896401
164,3.1737520008078053,2.926430633896401
165,3.2186177016632733,2.926430633896401
166,3.5245133821728363,2.926430633896401
167,3.4169969002088507,2.926430633896401
168,3.4088485416056193,2.926430633896401
169,3.40859916814823,2.926430633896401
170,3.4068490700020058,2.926430633896401
171,3.5256478563618368,2.926430633896401
172,3.4662395343092496,2.926430633896401
173,3.4160880886700093,2.926430633896401
174,3.497317165002558,2.926430633896401
175,3.402065006833284,2.926430633896401
176,3.417108213541862,2.926430633896401
177,4.110455823955332,2.926430633896401
178,3.4803893658973735,2.926430633896401
179,3.4175347802380927,2.926430633896401
180,3.3859340482753004,2.926430633896401
181,3.4553539520191014,2.926430633896401
182,3.503741411158309,2.926430633896401
183,3.5312196316051847,2.926430633896401
184,3.5292315913767545,2.926430633896401
185,3.4526273653055566,2.926430633896401
186,3.252522406958587,2.926430633896401
187,3.19598671245239,2.926430633896401
188,5.200227006517397,2.926430633896401
189,3.430816707104385,2.926430633896401
190,3.531832924570874,2.926430633896401
191,3.394291308054689,2.926430633896401
192,3.4415275282235753,2.926430633896401
193,3.5097952785680957,2.926430633896401
194,3.4676758964458747,2.926430633896401
195,3.405731180890609,2.926430633896401
196,3.7061270493548726,2.926430633896401
197,3.254197755405509,2.926430633896401
198,3.4061142360909833,2.926430633896401
199,3.26524211998203,2.926430633896401
200,3.8682976898674677,2.926430633896401
