iteration,y,best_so_far
98,3.4451365355461454,3.1231747641506478
99,3.390367447445745,3.1231747641506478
100,3.500086816775621,3.1231747641506478
101,3.444744330479674,3.1231747641506478
102,3.4855039349901333,3.1231747641506478
103,3.465223550111311,3.1231747641506478
104,4.113182624590284,3.1231747641506478
105,3.458462175277274,3.1231747641506478
106,3.377641381206716,3.1231747641506478
107,3.447685276109057,3.1231747641506478
108,3.4349129695185967,3.1231747641506478
109,3.4778400852554765,3.1231747641506478
110,3.4112723078780434,3.1231747641506478
111,4.11173086516811,3.1231747641506478
112,3.409911583627811,3.1231747641506478
113,3.3995147523989573,3.1231747641506478
114,3.4838849705669075,3.1231747641506478
115,3.456829704922399,3.1231747641506478
116,3.4675399081263256,3.1231747641506478
117,3.5006485992828456,3.1231747641506478
118,3.429088740478218,3.1231747641506478
119,3.5013084566636614,3.1231747641506478
120,3.3883266391279157,3.1231747641506478
121,3.510021078485974,3.1231747641506478
122,3.4428818670015344,3.1231747641506478
123,3.4207151236841247,3.1231747641506478
124,3.5004028128928137,3.1231747641506478
125,3.407132790084799,3.1231747641506478
126,3.5102068612369575,3.1231747641506478
127,3.4649848523470155,3.1231747641506478
128,3.2079529167083374,3.1231747641506478
129,3.4352583101179612,3.1231747641506478
130,4.1091645334246865,3.1231747641506478
131,3.2080242082311443,3.1231747641506478
132,4.116745951344379,3.1231747641506478
133,3.2409639486890924,3.1231747641506478
134,2.9279436222250856,2.9279436222250856
135,3.0877472072173386,2.9279436222250856
136,4.110750935866084,2.9279436222250856
137,3.4460146640526563,2.9279436222250856
138,3.4643412322982057,2.9279436222250856
139,3.3870275017698357,2.9279436222250856
140,3.479438147959543,2.9279436222250856
141,3.4278485252779376,2.9279436222250856
142,3.4980149472786533,2.9279436222250856
143,3.501818764722795,2.9279436222250856
144,3.379232484063439,2.9279436222250856
145,3.4021063763627994,2.9279436222250856
146,3.263407271446034,2.9279436222250856
147,3.2289381076036814,2.9279436222250856
148,3.2552075241920155,2.9279436222250856
149,3.2031211727790856,2.9279436222250856
150,3.202064614160782,2.9279436222250856
151,3.1740313575450725,2.9279436222250856
152,4.110230240302664,2.9279436222250856
153,3.16516557287785,2.9279436222250856
154,4.1082981808259635,2.9279436222250856
155,3.211056860604247,2.9279436222250856
156,3.1768301832519366,2.9279436222250856
157,4.105805322425179,2.9279436222250856
158,3.2587316285660934,2.9279436222250856
159,4.114803660294469,2.9279436222250856
160,3.209012292368086,2.9279436222250856
161,4.108752220426357,2.9279436222250856
162,3.3759370873996772,2.9279436222250856
163,4.118462614117643,2.9279436222250856
164,3.1940216018427505,2.9279436222250856
165,4.119507441606041,2.9279436222250856
166,3.215477251056791,2.9279436222250856
167,3.2267433090602418,2.9279436222250856
168,3.1744616316553267,2.9279436222250856
169,3.482545654428364,2.9279436222250856
170,3.460022546503579,2.9279436222250856
171,3.4088485416056202,2.9279436222250856
172,3.383438196581329,2.9279436222250856
173,3.4472917606687226,2.9279436222250856
174,3.3943791183281538,2.9279436222250856
175,3.4315948682878097,2.9279436222250856
176,3.410356515397023,2.9279436222250856
177,3.472204514793985,2.9279436222250856
178,3.4001343724226256,2.9279436222250856
179,3.45315447228237,2.9279436222250856
180,4.1112199763388535,2.9279436222250856
181,3.510280248752395,2.9279436222250856
182,3.4123395453893752,2.9279436222250856
183,3.437419742484974,2.9279436222250856
184,3.3846918364936696,2.9279436222250856
185,3.411006424596668,2.9279436222250856
186,3.3928145024036653,2.9279436222250856
187,3.237633448043874,2.9279436222250856
188,3.335687488976545,2.9279436222250856
189,3.2885225084829752,2.9279436222250856
190,5.261892666335465,2.9279436222250856
191,3.520814290352938,2.9279436222250856
192,3.4499126862162752,2.9279436222250856
193,3.4007273580727815,2.9279436222250856
194,3.4142927077489937,2.9279436222250856
195,3.509332094264666,2.9279436222250856
196,3.418700881962922,2.9279436222250856
197,3.5151443505430615,2.9279436222250856
198,3.402700913365333,2.9279436222250856
199,3.252203557572268,2.9279436222250856
200,3.2545328974179464,2.9279436222250856
