xb,yb
-0.078467911140309,-0.16760723313121406
-0.111363627336155,-0.12604865694313647
-0.01251092444125007,-0.23457579125084121
-0.01251092444125007,-0.23457579125084121
0.0406488739986822,-0.19662097787264368
