t0_j1,t0_j2,t0_j3,t0_j4,t0_j5,t0_j6,t1_j1,t1_j2,t1_j3,t1_j4,t1_j5,t1_j6,t2_j1,t2_j2,t2_j3,t2_j4,t2_j5,t2_j6,t3_j1,t3_j2,t3_j3,t3_j4,t3_j5,t3_j6,t4_j1,t4_j2,t4_j3,t4_j4,t4_j5,t4_j6,t5_j1,t5_j2,t5_j3,t5_j4,t5_j5,t5_j6,t6_j1,t6_j2,t6_j3,t6_j4,t6_j5,t6_j6,t7_j1,t7_j2,t7_j3,t7_j4,t7_j5,t7_j6,t8_j1,t8_j2,t8_j3,t8_j4,t8_j5,t8_j6,t9_j1,t9_j2,t9_j3,t9_j4,t9_j5,t9_j6,t10_j1,t10_j2,t10_j3,t10_j4,t10_j5,t10_j6,t11_j1,t11_j2,t11_j3,t11_j4,t11_j5,t11_j6,t12_j1,t12_j2,t12_j3,t12_j4,t12_j5,t12_j6,t13_j1,t13_j2,t13_j3,t13_j4,t13_j5,t13_j6,t14_j1,t14_j2,t14_j3,t14_j4,t14_j5,t14_j6,t15_j1,t15_j2,t15_j3,t15_j4,t15_j5,t15_j6,t16_j1,t16_j2,t16_j3,t16_j4,t16_j5,t16_j6,t17_j1,t17_j2,t17_j3,t17_j4,t17_j5,t17_j6,t18_j1,t18_j2,t18_j3,t18_j4,t18_j5,t18_j6,t19_j1,t19_j2,t19_j3,t19_j4,t19_j5,t19_j6,t20_j1,t20_j2,t20_j3,t20_j4,t20_j5,t20_j6,t21_j1,t21_j2,t21_j3,t21_j4,t21_j5,t21_j6,t22_j1,t22_j2,t22_j3,t22_j4,t22_j5,t22_j6,t23_j1,t23_j2,t23_j3,t23_j4,t23_j5,t23_j6,t24_j1,t24_j2,t24_j3,t24_j4,t24_j5,t24_j6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
