xp,yp,theta
-0.5055059656767252,0.30622618996414885,-0.9155011463503491
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.4044621650461993,0.16659264722614983,0.2657947661280836
-0.07303697862485273,0.10027401862576044,0.16454540758792557
-0.07303697862485273,0.10027401862576044,0.16454540758792557
-0.07303697862485273,0.10027401862576044,0.16454540758792557
-0.07303697862485273,0.10027401862576044,0.16454540758792557
-0.07303697862485273,0.10027401862576044,0.16454540758792557
-0.07303697862485273,0.10027401862576044,0.16454540758792557
-0.07303697862485273,0.10027401862576044,0.16454540758792557
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
-0.06949595077194401,-0.006743195146116737,-0.35838394600734375
