x,y,theta_x,q01,q02,q03,q04,q05,q06
0.012585035813124416,0.19351126532504834,-0.07648304839377659,1.6296517220619195,-1.428618696811066,2.4439811811349164,-2.013192339936106,-1.5855715333154492,3.304401711843071
0.02735773798662871,-0.3102702331782705,0.473385485794541,1.8144398438459217,-1.3232690063181796,1.2608081934786355,-1.583642227317239,-1.7308881076312852,3.288616989214248
0.029228800371664566,-0.39895557512668334,-0.050238173784391715,1.4116413413378814,-1.847397926070627,2.211551902681519,-1.2845594295902802,-2.875574523579208,4.056851150044587
0.029228800371664566,-0.39895557512668334,-0.050238173784391715,1.4116413413378814,-1.847397926070627,2.211551902681519,-1.2845594295902802,-2.875574523579208,4.056851150044587
0.09082310908319649,0.13889116928351963,0.3778371834501862,1.170536493129438,-1.4189908594637712,1.2046868371344819,-1.7313838488196251,-2.8944765398046894,3.053633288675818
0.24200391128213916,0.24110332735586726,0.23112134070108967,1.7228345025758305,-1.8588792036429453,1.7933694911882265,-1.3721896722495825,-3.3358230947440077,3.939414850576168
0.24200391128213916,0.24110332735586726,0.23112134070108967,1.7228345025758305,-1.8588792036429453,1.7933694911882265,-1.3721896722495825,-3.3358230947440077,3.939414850576168
0.3497488970108793,0.011680200379933225,-0.282592938770838,0.6779860859733773,-1.0335410035453854,2.428705341717131,-1.6169673870072718,-4.004517856371203,3.9606857822280355
0.3497488970108793,0.011680200379933225,-0.282592938770838,0.6779860859733773,-1.0335410035453854,2.428705341717131,-1.6169673870072718,-4.004517856371203,3.9606857822280355
0.1147646288322135,0.0023921242717941382,0.9955467228633222,1.4977149693708058,-1.1198309856937128,1.8505671821105103,-1.5421981169318177,-2.875837427103676,3.3491313968060767
0.1147646288322135,0.0023921242717941382,0.9955467228633222,1.4977149693708058,-1.1198309856937128,1.8505671821105103,-1.5421981169318177,-2.875837427103676,3.3491313968060767
0.1147646288322135,0.0023921242717941382,0.9955467228633222,1.4977149693708058,-1.1198309856937128,1.8505671821105103,-1.5421981169318177,-2.875837427103676,3.3491313968060767
0.1147646288322135,0.0023921242717941382,0.9955467228633222,1.4977149693708058,-1.1198309856937128,1.8505671821105103,-1.5421981169318177,-2.875837427103676,3.3491313968060767
