tau_ext_piece0_1,tau_ext_piece0_2,tau_ext_piece0_3,tau_ext_piece0_4,tau_ext_piece0_5,tau_ext_piece0_6,tau_ext_piece1_1,tau_ext_piece1_2,tau_ext_piece1_3,tau_ext_piece1_4,tau_ext_piece1_5,tau_ext_piece1_6,tau_ext_piece2_1,tau_ext_piece2_2,tau_ext_piece2_3,tau_ext_piece2_4,tau_ext_piece2_5,tau_ext_piece2_6,tau_ext_piece3_1,tau_ext_piece3_2,tau_ext_piece3_3,tau_ext_piece3_4,tau_ext_piece3_5,tau_ext_piece3_6
20.311426157916003,7.147888344815296,-1.6957813434938829,-8.310374714533518,8.777332856186067,-17.320384315329964,-8.32110252398,5.504472851742751,1.2560865386817328,9.73625849763736,-4.798212494878195,17.8506307767649,18.73889022363479,-5.295732446513901,6.059682393089647,5.0239202252851545,18.710754372405784,-9.077746476817286,3.8634458063701937,-14.899626213423145,-19.35902828240551,-17.05933085502944,-0.428900953506685,12.961290202137583
15.3460745899182,-14.523400642159885,-8.587121199081343,0.023921403924472617,-11.218360743009118,-17.323699033083955,-9.218686063303618,-7.990166866375136,-10.785445331001588,0.4264386937629551,-7.801769195103947,-18.639871708029364,12.014425623983387,-15.795326865226833,-5.926317571427445,-2.896026032231262,-22.384548871697508,3.78341232935541,1.0591666775152964,19.331449298390233,23.536484035414706,16.823397242209122,5.215217818699998,-10.577371360356782
20.34564003848647,11.65307923092262,5.060467166927219,-3.244837700892858,-8.406135694600877,-17.427727706157157,-9.09843590987857,-19.673261554170104,-23.76878234990767,-16.835359391862763,-6.136022149856194,-16.583666990879404,12.751480212986175,-9.204170435745768,2.966946464443015,5.19010642558083,-20.74202273993243,7.587157932992668,3.883572461932093,17.397640762126496,19.464357375537904,11.001516782116909,10.67285953993085,-11.501265101921222
20.34564003848647,11.65307923092262,5.060467166927219,-3.244837700892858,-8.406135694600877,-17.427727706157157,-9.09843590987857,-19.673261554170104,-23.76878234990767,-16.835359391862763,-6.136022149856194,-16.583666990879404,12.751480212986175,-9.204170435745768,2.966946464443015,5.19010642558083,-20.74202273993243,7.587157932992668,3.883572461932093,17.397640762126496,19.464357375537904,11.001516782116909,10.67285953993085,-11.501265101921222
15.919565349813727,-13.995637431397626,-7.229698301980909,-0.21924766915734395,11.373998062280023,-17.315062870380647,-6.2565276388163715,12.974072851788646,6.5979754521141585,12.618753642227095,-9.093335628316762,15.779147978395107,15.961748465951038,-12.235275804044491,-1.960588617678427,-4.219891212481032,22.635081941653887,-2.2663300007277023,-12.273179755104795,-5.5773834974917085,-14.05189136750125,-8.579559957248685,-8.309087756224555,17.00465601449434
16.77338914212987,-17.146592238582045,-10.704868876221656,-1.884396351218494,-11.200310526426563,-17.32242168018438,-6.025520900052367,19.940030762040227,18.490377158591254,18.940354216239406,-9.772901501454658,13.098060769847983,13.49043315990002,-15.01273077914998,-12.076440833004467,-1.885827163673035,20.691229524305918,-8.16940622526798,-0.826625637584038,10.434636102603235,14.278192028071121,12.890500216422303,-3.2904605977624795,7.790137081210846
16.77338914212987,-17.146592238582045,-10.704868876221656,-1.884396351218494,-11.200310526426563,-17.32242168018438,-6.025520900052367,19.940030762040227,18.490377158591254,18.940354216239406,-9.772901501454658,13.098060769847983,13.49043315990002,-15.01273077914998,-12.076440833004467,-1.885827163673035,20.691229524305918,-8.16940622526798,-0.826625637584038,10.434636102603235,14.278192028071121,12.890500216422303,-3.2904605977624795,7.790137081210846
23.386732487031843,8.901677273868954,1.581947911695277,-7.8473117396620085,-9.004016519203162,-17.321424570834196,-3.879176501868787,7.009899657643098,6.535886948640137,14.546370798434388,4.1714457598885994,19.550003582702626,16.878691952210023,-9.053364506835079,3.1373754785043073,6.72175189604447,-19.97609856815986,-6.155271317707468,-4.002759483808088,-5.8807896524103125,-12.407101716945062,-8.509624157036983,-2.4202397611232045,13.37967301509991
23.386732487031843,8.901677273868954,1.581947911695277,-7.8473117396620085,-9.004016519203162,-17.321424570834196,-3.879176501868787,7.009899657643098,6.535886948640137,14.546370798434388,4.1714457598885994,19.550003582702626,16.878691952210023,-9.053364506835079,3.1373754785043073,6.72175189604447,-19.97609856815986,-6.155271317707468,-4.002759483808088,-5.8807896524103125,-12.407101716945062,-8.509624157036983,-2.4202397611232045,13.37967301509991
4.116343135890498,-19.176427485678435,-16.48917211631352,-8.753979933914387,9.690152824261592,-17.36885194787324,-1.3889495421910472,6.297734406317359,-4.827456516269459,2.73555255663129,-13.44762387024075,15.780484184321688,8.1614766601956,15.32538532378573,5.698342129376903,8.698897184872514,-15.884885416392846,1.5235075847502548,12.724612444373557,11.654667495096072,16.943892998121644,8.702465488143199,-9.174984896888967,-17.26264375836285
