tau_g_piece0_1,tau_g_piece0_2,tau_g_piece0_3,tau_g_piece0_4,tau_g_piece0_5,tau_g_piece0_6,tau_g_piece1_1,tau_g_piece1_2,tau_g_piece1_3,tau_g_piece1_4,tau_g_piece1_5,tau_g_piece1_6,tau_g_piece2_1,tau_g_piece2_2,tau_g_piece2_3,tau_g_piece2_4,tau_g_piece2_5,tau_g_piece2_6,tau_g_piece3_1,tau_g_piece3_2,tau_g_piece3_3,tau_g_piece3_4,tau_g_piece3_5,tau_g_piece3_6
-2.156971485802828,3.7599697472150932,16.957951833009236,-3.736895036719515,0.04934101670633395,-0.0020816351095752084,-16.022144944411398,55.7613645050125,12.214731496059883,-5.774101328395318,-1.6476150867399637,-0.6695751851537803,-9.354916417305125,-31.512918425620068,15.33210850921635,3.012300129510372,4.529469591792185,-0.8289471021477244,-5.341435572214233,-56.006549525677514,-15.236285175640287,5.884609636192497,0.00031522584742771365,-0.1602825791727842
-2.156971485802828,3.7599697472150932,16.957951833009236,-3.736895036719515,0.04934101670633395,-0.0020816351095752084,-16.022144944411398,55.7613645050125,12.214731496059883,-5.774101328395318,-1.6476150867399637,-0.6695751851537803,-9.354916417305125,-31.512918425620068,15.33210850921635,3.012300129510372,4.529469591792185,-0.8289471021477244,-5.341435572214233,-56.006549525677514,-15.236285175640287,5.884609636192497,0.00031522584742771365,-0.1602825791727842
-11.188039223764463,35.73510660084025,17.00622352034235,-4.7659817383204715,-0.5527337414306122,0.007509088918771001,-33.890234764097926,53.47576929390887,13.09048325662506,-5.049849118222269,-3.114681527941382,-0.22420933450319547,-11.071590493520725,38.53647024173533,20.61849995250201,-3.0939332361219734,0.028904936392202596,0.13916727298756704,-14.305057067571092,25.7683285658021,-0.3706163294158511,-5.307033809501058,-4.604687026212443,-0.3803950997688298
-8.40985834232429,42.63069414750226,17.31908914358202,-4.976336088793607,-0.24523486786727,0.01737193871149184,-25.595101470825085,59.72023294409975,15.779284119721092,-4.850305263332878,-1.7889509201418026,-0.23275674582864525,-8.280981392165124,45.93987240261196,20.6445774565537,-3.315499807060757,0.0703345759812688,0.12810622997185528,-10.518954359597494,24.939120345466822,-2.3331212015703278,-5.14234031986544,-4.555269548721944,-0.3945665429846784
-5.9177517248354965,-12.486215935139105,-18.81890384654453,3.390367374316714,0.22742992518251537,-0.018290288587393455,-24.492037051353066,-60.86296807773371,-17.084275705268183,4.701291473736404,-2.2123562122876788,-1.109030526748613,-8.700993939935106,28.14199392969038,19.847161773106667,-3.5119111086628454,-1.030822540161471,0.9515360775271695,-8.958673012197544,42.74962250408854,8.79329705069097,-6.136560121067788,-2.829782435151341,-2.684961205169404
-8.011828264973865,23.39623891879778,14.380341271372203,-4.275614926168442,-0.13792439924096023,-0.05405005815024361,-22.43582372560645,-59.99355683456034,-16.416750058192978,5.304540898686106,-2.3833121632811043,-0.7100158405368966,-9.150717980956419,32.912336527679756,11.220517442044546,-6.902784530459796,1.1811657205942117,0.4415425624753524,-7.5813852283434215,45.54697352072563,10.29860586759203,-5.781675238766839,-1.805447472088547,-1.185844681312777
-10.437443822033954,-15.58754039405828,-15.181165563137416,3.7784907929108122,1.2401734717098591,-0.20363480022495972,-38.46911406877691,55.26252229101483,14.969210329094926,-3.3421885741591204,-1.605829880447673,-1.7190551658640532,-16.316324404679577,47.00670930120423,13.976667205990577,-5.441434659881967,1.220825691898686,0.5464497910236629,-20.058340064141568,30.26146563861306,1.9021105544011068,-4.127619742583271,-3.8457019325936836,-3.125727850904826
-10.437443822033954,-15.58754039405828,-15.181165563137416,3.7784907929108122,1.2401734717098591,-0.20363480022495972,-38.46911406877691,55.26252229101483,14.969210329094926,-3.3421885741591204,-1.605829880447673,-1.7190551658640532,-16.316324404679577,47.00670930120423,13.976667205990577,-5.441434659881967,1.220825691898686,0.5464497910236629,-20.058340064141568,30.26146563861306,1.9021105544011068,-4.127619742583271,-3.8457019325936836,-3.125727850904826
-10.437443822033954,-15.58754039405828,-15.181165563137416,3.7784907929108122,1.2401734717098591,-0.20363480022495972,-38.46911406877691,55.26252229101483,14.969210329094926,-3.3421885741591204,-1.605829880447673,-1.7190551658640532,-16.316324404679577,47.00670930120423,13.976667205990577,-5.441434659881967,1.220825691898686,0.5464497910236629,-20.058340064141568,30.26146563861306,1.9021105544011068,-4.127619742583271,-3.8457019325936836,-3.125727850904826
-10.437443822033954,-15.58754039405828,-15.181165563137416,3.7784907929108122,1.2401734717098591,-0.20363480022495972,-38.46911406877691,55.26252229101483,14.969210329094926,-3.3421885741591204,-1.605829880447673,-1.7190551658640532,-16.316324404679577,47.00670930120423,13.976667205990577,-5.441434659881967,1.220825691898686,0.5464497910236629,-20.058340064141568,30.26146563861306,1.9021105544011068,-4.127619742583271,-3.8457019325936836,-3.125727850904826
