piece1_joint1,piece1_joint2,piece1_joint3,piece1_joint4,piece2_joint1,piece2_joint2,piece2_joint3,piece2_joint4,piece3_joint1,piece3_joint2,piece3_joint3,piece3_joint4,piece4_joint1,piece4_joint2,piece4_joint3,piece4_joint4,piece5_joint1,piece5_joint2,piece5_joint3,piece5_joint4,piece6_joint1,piece6_joint2,piece6_joint3,piece6_joint4,piece7_joint1,piece7_joint2,piece7_joint3,piece7_joint4,piece8_joint1,piece8_joint2,piece8_joint3,piece8_joint4,piece9_joint1,piece9_joint2,piece9_joint3,piece9_joint4,piece10_joint1,piece10_joint2,piece10_joint3,piece10_joint4,piece11_joint1,piece11_joint2,piece11_joint3,piece11_joint4,piece12_joint1,piece12_joint2,piece12_joint3,piece12_joint4,piece13_joint1,piece13_joint2,piece13_joint3,piece13_joint4,piece14_joint1,piece14_joint2,piece14_joint3,piece14_joint4,piece15_joint1,piece15_joint2,piece15_joint3,piece15_joint4,piece16_joint1,piece16_joint2,piece16_joint3,piece16_joint4,piece17_joint1,piece17_joint2,piece17_joint3,piece17_joint4,piece18_joint1,piece18_joint2,piece18_joint3,piece18_joint4,piece19_joint1,piece19_joint2,piece19_joint3,piece19_joint4,piece20_joint1,piece20_joint2,piece20_joint3,piece20_joint4
-0.0012603105027534124,-0.14537750135293115,0.2201238646539616,-0.033889211872096384,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.1832256447676224,-0.06514350432035376,0.12297273256936828,0.12297273256936828,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.012166742417111836,0.11742175019920109,0.33585906610189753,0.07668242836205032,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.09377382920230809,0.16825551395790247,0.3091769974453912,0.0699302640827604,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.219171011517856,0.052288122785461646,0.052288122785461646,0.14581840985700278,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.07731431815027248,0.04730868848697997,0.12551756662274421,0.10187228151369106,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.1404401704502761,0.08439215379229538,0.2806434469289946,0.12462038302211485,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.12760188629490943,0.1808838232766051,-0.04174946832189956,-0.16655949951934002,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.09273980717743241,-0.18207463875657587,0.4260579159297908,-0.18688769990686024
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.08009229794030193,0.1526173697087897,0.10510226067509182,0.1420430682714015,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0885236953601518,-0.12744436160835296,-0.06111326159711245,-0.23058346789213052,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0645716971231254,0.035187026206143876,0.11479609733831976,0.1947443616034168,100.0,100.0,100.0,100.0,0.12259163801836023,0.05904254584691693,0.2395019776470161,-0.05172264581480276,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.09465194901683226,0.1523806580783509,0.09465194901683226,-0.04330171672269114,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.01658723190877697,-0.038224783139569236,0.09344848757165311,-0.04576222470180595,100.0,100.0,100.0,100.0,0.08932923597225717,0.2070884496298691,0.008307269461784998,0.00995027158472113,-0.04769260138508179,-0.14479771574451145,0.26364793466795755,0.11276007715053621,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-0.06711188841007684,0.18206807851925733,0.21605948570456848,0.3084613908240027,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.09723281470315585,0.022897054865224933,0.12436155875353919,0.10964407281137284
0.08348529331821239,0.07085455581586769,0.23021655218965645,0.0424831143170937,-0.004381492960044302,0.038978681461184723,0.31357078057772386,0.1915706506786065,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-0.03893022068888387,-0.022269086175266684,-0.01977665833158758,-0.17303215409150852,100.0,100.0,100.0,100.0,0.11709194610842069,0.040362473068840485,0.01925167746911009,0.24682949212933544,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.08273699042518153,-0.18764656514640826,0.2155337674577577,-0.3635139077122398,100.0,100.0,100.0,100.0,-0.012411824868587995,-0.08711017923347496,-0.0297274210510253,-0.19277542282578114,100.0,100.0,100.0,100.0,0.08597425283744267,0.2014435715408212,0.032702083536624835,0.19467145762913884,0.07295645552874586,0.05923292576587879,0.3107051397810534,0.14779752723038164,100.0,100.0,100.0,100.0,0.09050686806613206,0.11718574547257565,0.026621946628329726,0.2014629526140191
0.0520675147708044,0.031929222505906366,0.2878054250930268,0.3603350600326737,0.056792097642407904,0.18457895142733882,0.09895185655517813,0.1753152052994455,100.0,100.0,100.0,100.0,0.06742859271181338,0.020728423305227138,0.06999700237650423,0.11820797611076446,0.22018135573144124,0.20568045944696003,0.056865705682784665,0.29837617309947556,100.0,100.0,100.0,100.0,0.07866569123416647,-0.08314300672553185,0.02375245847593635,-0.13674580188778682,0.06997579294647345,0.17642377833707185,0.05676376438304982,0.14235905025948542,100.0,100.0,100.0,100.0,0.12095573373614082,0.1222520657602798,0.1295139070140399,0.34224674935589317,100.0,100.0,100.0,100.0,-0.05548605569640845,0.30528618859803197,-0.05548605569640845,0.007421614580686426,0.08188618030731809,0.014031254189184716,0.08298261332969825,0.1864774203644858,0.01615198610557391,-0.09773912355683302,-0.03558030387550293,-0.15135827029150678,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.23251334384551237,-0.20127361249653167,0.132548324596365,0.1742709276868935,100.0,100.0,100.0,100.0,0.13671660745001835,-0.03402444055624655,0.0635888142163311,-0.2472671184767042,0.10588932542503454,-0.11217425857483121,0.04049293147421588,-0.13782934830948165,100.0,100.0,100.0,100.0,0.18111469968104027,0.10133425959138134,-0.05815621141936155,0.18111469968104027,0.10920977371066974,0.19935748052621044,-0.17764784372566106,-0.24691492681307675,100.0,100.0,100.0,100.0,0.15662275728688166,-0.049957147805361396,0.06274159240552665,0.2714236401533476,0.06979202643459834,-0.053385459967861676,0.14643977941487565,0.10423850586288791,0.07578420147288895,-0.03651685820024173,0.0973450296114994,-0.21228732406004544,0.07919956870871775,0.12450255869634205,0.08967523262898519,0.13637370166512153,0.1434949995145501,-0.15471266822544885,0.0449338130536434,0.061225911620641296,0.026095732833264464,-0.0792197022604225,-0.0464464227980306,-0.07273613585523674,0.008425484951365494,-0.11339803497279743,-0.04407304539837251,-0.23408250780929757,-0.012514010844682455,-0.0076606657458043875,0.04744356773732201,-0.22529617485310632,100.0,100.0,100.0,100.0,-0.026870730521015726,-0.0018318348149136549,-0.041966499309012306,-0.23204037390307905,0.10466188693865516,0.06939238849386975,0.2093472650411271,0.19884408967865297,0.13270770153288602,0.1935306454180287,0.25559444899368045,0.1392503213903627
0.06707815252289992,-0.12743510709107958,0.0794127496815743,-0.28731377507832884,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-0.02397095526513921,-0.009249425745005257,0.15161879203713036,0.14088508828380555,100.0,100.0,100.0,100.0,0.025884335758914502,-0.03516812366810437,-0.17354844029729427,-0.0062514526539174595,0.020679454018778274,-0.07557555101279771,-0.1502674765642829,0.15506450502151153,0.05463997542811387,-0.02550859512649574,-0.0056191142664385185,-0.2907712755156977,100.0,100.0,100.0,100.0,0.06282239693218042,-0.08099333055568426,0.10177521412795822,-0.23342139040792417,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.07739261158579035,0.12478619231913324,0.13917983363333686,-0.21323630481554562,0.11796092807233949,-0.00689453225590236,0.09944088411855553,-0.14996300667249168,0.05053853829267911,-0.03113212422970861,0.16459074125988984,0.14426863154736655,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0035439653968276155,-0.07597061654067999,0.0016857934377263462,0.12661342410688037,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.055933785658011125,-0.14766527497778642,0.38285672383459135,-0.058019972673698204,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-0.02868170702500796,-0.10544920759821684,0.3042490628413121,-0.10125552838350792,100.0,100.0,100.0,100.0,-0.0636682202309428,-0.02953324967311287,-0.17228730759110666,-0.032979663739593656,100.0,100.0,100.0,100.0,-0.03259684394818779,-0.019528454305204945,-0.011766720741328965,-0.23783838334513407,100.0,100.0,100.0,100.0,0.0798545633947592,0.0024186335646794246,0.0798545633947592,-0.028851277298552913,0.09842685926194819,-0.1279852918097135,0.06815940005033228,-0.20450678947635675,-0.03276046844385745,-0.000874345758510503,0.11347198882488002,-0.044066001319907316,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
100.0,100.0,100.0,100.0,0.04312496651929963,-0.03942141144982603,-0.04788732460522496,-0.01054401725334008,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.11263738409144819,0.02414629722524704,0.03207004594248021,-0.23363243721324586,-0.03632680402522327,0.026076686461622506,-0.15956221531953196,-0.02746164788671665,0.1246276180186261,0.002853542408498555,0.10900247867413551,-0.2031127700391655,0.03323359622144366,-0.02433859550879877,-0.15236179215804768,0.1343101486744516,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.19503088465699084,0.10017383440019827,0.19503088465699084,0.19503088465699084,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-0.03275373503931646,-0.02578609330689155,-0.15459097945805436,-0.009795123836176783,100.0,100.0,100.0,100.0
