generation,piece1,piece2,piece3,piece4
0,100.04082799065732,11.995480003681976,256.3155959960719,13.705040372758425
1,13.23405211466477,30.58224565588747,11.970737032958992,38.2552104539439
2,10.830864882976968,29.014417017129777,11.504525509505827,42.278875122595224
3,10.830864882976968,29.014417017129777,11.504525509505827,42.278875122595224
4,54.17464311419114,13.292336843454734,41.292121341760954,9.762847228289335
5,21.74432626928303,14.464353705546133,44.69976170283757,76.39002500013488
6,21.74432626928303,14.464353705546133,44.69976170283757,76.39002500013488
7,12.348805019665464,44.35207522142806,16.20564663902179,18.090462924905367
8,12.348805019665464,44.35207522142806,16.20564663902179,18.090462924905367
9,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
10,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
11,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
12,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
13,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
14,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
15,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
16,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
17,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
18,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
19,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
20,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
21,24.087101837290998,26.072505437980166,30.349431483884423,19.49090122653736
22,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
23,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
24,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
25,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
26,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
27,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
28,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
29,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
30,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
31,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
32,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
33,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
34,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
35,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
36,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
37,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
38,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
39,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
40,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
41,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
42,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
43,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
44,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
45,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
46,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
47,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
48,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
49,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
50,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
51,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
52,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
53,13.944125080182571,26.59413517990765,27.47445355263577,98.90447450226192
54,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
55,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
56,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
57,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
58,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
59,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
60,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
61,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
62,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
63,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
64,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
65,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
66,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
67,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
68,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
69,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
70,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
71,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
72,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
73,173.18927775645005,10.622776040147325,623.1496559151407,11.252933042363479
74,135.57059961430522,11.613269020473364,714.9731825144968,10.29287858864704
75,135.57059961430522,11.613269020473364,714.9731825144968,10.29287858864704
76,96.56592920673991,11.581476745658746,363.7245233938531,9.935182025358431
77,129.75294631992563,14.107955864361676,62.73297779159909,9.558062207272416
78,129.75294631992563,14.107955864361676,62.73297779159909,9.558062207272416
79,129.75294631992563,14.107955864361676,62.73297779159909,9.558062207272416
80,129.75294631992563,14.107955864361676,62.73297779159909,9.558062207272416
81,129.75294631992563,14.107955864361676,62.73297779159909,9.558062207272416
82,129.75294631992563,14.107955864361676,62.73297779159909,9.558062207272416
83,129.75294631992563,14.107955864361676,62.73297779159909,9.558062207272416
84,129.75294631992563,14.107955864361676,62.73297779159909,9.558062207272416
