iteration,y,best_so_far
93,40.25594190542768,39.090152194286716
94,42.97210464831916,39.090152194286716
95,56.28297090409977,39.090152194286716
96,39.49286634820634,39.090152194286716
97,38.87495816013479,38.87495816013479
98,40.14801559296345,38.87495816013479
99,39.87859391524797,38.87495816013479
100,40.4588810507387,38.87495816013479
101,40.40608527185829,38.87495816013479
102,40.4437411551942,38.87495816013479
103,39.53378755252634,38.87495816013479
104,39.81743177406031,38.87495816013479
105,39.88977015702706,38.87495816013479
106,40.223038432047574,38.87495816013479
107,40.05355232894496,38.87495816013479
108,40.1491055153513,38.87495816013479
109,39.81367173187762,38.87495816013479
110,39.42735700165731,38.87495816013479
111,39.948364734359345,38.87495816013479
112,40.24981538561322,38.87495816013479
113,39.96963315235959,38.87495816013479
114,39.33363719334225,38.87495816013479
115,39.744751700795625,38.87495816013479
116,39.36411916994397,38.87495816013479
117,43.40442886835399,38.87495816013479
118,44.51125971142763,38.87495816013479
119,45.07663390212762,38.87495816013479
120,41.02158503851753,38.87495816013479
121,40.60010037089875,38.87495816013479
122,40.616988291364635,38.87495816013479
123,39.68066303471737,38.87495816013479
124,41.136983383441326,38.87495816013479
125,41.155118292459875,38.87495816013479
126,39.76281398673682,38.87495816013479
127,39.77785012663406,38.87495816013479
128,40.088646514610716,38.87495816013479
129,39.562336350835224,38.87495816013479
130,39.50367602532834,38.87495816013479
131,39.88261194684361,38.87495816013479
132,40.3526487840611,38.87495816013479
133,40.41988207086367,38.87495816013479
134,43.578868480654485,38.87495816013479
135,40.284606331022175,38.87495816013479
136,38.81708380949297,38.81708380949297
137,39.69600478748052,38.81708380949297
138,40.4481860992015,38.81708380949297
139,40.29983488161503,38.81708380949297
140,39.66162291558784,38.81708380949297
141,40.47417758462648,38.81708380949297
142,41.0348089599407,38.81708380949297
143,41.33415917040084,38.81708380949297
144,39.57270055472837,38.81708380949297
145,44.773944554814406,38.81708380949297
146,40.51793660554607,38.81708380949297
147,39.76801503406765,38.81708380949297
148,40.277534565453266,38.81708380949297
149,44.295734275493864,38.81708380949297
150,40.701821700129166,38.81708380949297
151,40.659369675494176,38.81708380949297
152,40.97337150889598,38.81708380949297
153,40.888749788755135,38.81708380949297
154,43.77761064346684,38.81708380949297
155,40.01289969383551,38.81708380949297
156,43.707603726864804,38.81708380949297
157,45.10566550188658,38.81708380949297
158,39.906078250584464,38.81708380949297
159,39.60019000300809,38.81708380949297
160,44.93111333496102,38.81708380949297
161,45.81219893398972,38.81708380949297
162,40.301954193556284,38.81708380949297
163,45.336575252443524,38.81708380949297
164,41.00696716909467,38.81708380949297
165,39.934316995229466,38.81708380949297
166,40.18775160618712,38.81708380949297
167,40.37293632441912,38.81708380949297
168,39.028410229978995,38.81708380949297
169,39.957036931957724,38.81708380949297
170,39.99594290097427,38.81708380949297
171,40.11538483305114,38.81708380949297
172,40.42762333993204,38.81708380949297
173,39.76531575434345,38.81708380949297
174,40.47588641994514,38.81708380949297
175,39.43276320483745,38.81708380949297
176,40.056502594027116,38.81708380949297
177,39.51780312778009,38.81708380949297
178,39.719334270577946,38.81708380949297
179,44.17761118014443,38.81708380949297
180,39.414634697811,38.81708380949297
181,39.27571988148364,38.81708380949297
182,39.85852886811589,38.81708380949297
183,44.22338520094263,38.81708380949297
184,40.06312504218373,38.81708380949297
185,40.07060587637962,38.81708380949297
186,40.95285371843757,38.81708380949297
187,39.95646941611262,38.81708380949297
188,45.832033170375404,38.81708380949297
189,39.218892214116316,38.81708380949297
190,39.798514650192196,38.81708380949297
191,40.52667515070837,38.81708380949297
192,39.66171161153888,38.81708380949297
193,40.426154098598154,38.81708380949297
194,39.53538974341478,38.81708380949297
195,40.1871383796784,38.81708380949297
196,41.054500658599586,38.81708380949297
197,39.93582914806892,38.81708380949297
198,40.152624190014706,38.81708380949297
199,38.81958598140594,38.81708380949297
200,39.820541089114236,38.81708380949297
