x1,x2,q01,q02,q03,q04,q05,q06,y
0.3058719314513228,0.2127262851842525,0.1157236307910887,-1.2767401029225438,-1.9621053878197177,-5.2685606000065865,2.996329131433834,-0.7375300567341991,93.43137846548632
0.0791549338563256,0.303949624961023,-1.419456622703411,-0.5388772679804759,-1.281267570487016,1.6183965936279057,1.0032715118806843,1.2557473199847635,93.19266144249316
0.1329095587677536,-0.1722512954869089,-1.548250964997898,-1.0834476703101965,-2.2357816379044015,-4.2020327148200325,5.829922967583489,5.783379470909187,91.48752140170848
0.0942073277979675,-0.3805547506964104,-1.8563322500731947,1.2556544600136528,1.756241937104896,-5.9949995682567305,0.9759402582289116,-6.262549156216973,200.0
0.2577363059526967,0.1118361409046857,3.05126811250714,-1.5136344426939872,1.9006439849512553,4.65562777761251,5.312428325918551,-6.255360691877941,52.29951499770698
0.2347441858787886,0.3851749900848084,-0.6349485233317615,1.9712392935591732,0.2918947854836906,3.403652841417996,-0.1893616964550233,-5.9173586089047,200.0
0.0432628442011025,-0.3108369500975814,-1.5629730593150502,2.921148935084756,0.8279105265468525,3.979269464882705,0.8304108538382104,1.7009362442954608,200.0
0.4059511955902053,0.3413460921950995,2.592610419052673,2.040845946273759,-2.549699430877066,-1.7461170710351217,-5.836965653922225,0.5825561888334159,104.9058981195408
0.3980713604280021,-0.3590857575189223,-1.9561583081156972,-0.8452281121432885,-1.6066678676417003,3.7081785483803658,-1.858629852900412,1.7451884228336905,69.47059045416702
0.2467075259483798,0.0667997949760452,2.760199233719069,2.7868445264674033,-2.4398084361867514,4.317239030544677,-1.93486730921257,-5.016152428352468,54.86052166493388
0.1917045330335576,0.0082838378713983,2.8971961096985286,-0.807310047528996,-3.0638733483639693,4.5202100544310255,-4.886926449216118,-0.2721996011233925,49.15602498174498
0.4249900161930968,0.0117903736005432,-0.3354729111169257,1.887949032013891,-3.0134698441312344,0.9125528544327972,-1.1135863266208048,6.096408798508868,63.81862219420995
0.400700765205535,-0.3568303182838825,-1.944785506069897,-0.2989612088614262,1.2751226771561868,-2.110545198302109,-1.7595030617157432,5.296355334886732,68.94803683507632
0.4768152528636735,-0.0738514170582851,2.5042964242372925,-1.0665502732295455,-2.621730892009351,0.33574282946606,2.021230228023951,4.938386288491097,68.41409037349277
0.4825787735071703,0.2159461415130518,1.6279677731386784,1.3197770881244768,1.2663937962957057,3.3593852119745655,5.960851352405143,-1.5869501776154582,200.0
0.0415272215192224,-0.20828764831022,-1.749975429894064,-0.8570277526167511,1.9497618238170444,-5.527994564135551,-0.6315410772309606,3.935416913850067,48.26312589731332
0.1321191872703244,-0.3492792144213051,-1.6203852845158524,-2.6070791782458556,1.9338226596558972,-4.1437597595887645,-3.828412344838761,3.953908128083554,55.17252701843809
0.4051427645912478,0.071499102586994,2.6058527122088586,-2.765722224481639,2.9216600580344236,0.8919008794445675,-2.481630587943229,4.09294012703444,61.21887210944928
0.3297086401766606,0.3892011531227167,-2.4662159955551446,0.5084261039047551,-0.1707257369130173,1.9134911304612157,-3.2438947969529472,-5.89199339301539,104.2709308173785
0.2721161763730929,-0.108231856966092,2.4651026708732457,-0.2554391616846114,-0.5111113634474536,1.6701402822811238,0.3415392876722558,5.795750118899091,96.43423408383704
0.3945050572781218,-0.0026435927019243,-1.8149546190279264,0.6533516275158582,1.5618478805982878,3.2152797304307352,6.201554263353545,-3.5374612084446917,58.77003860090154
0.2128186667674933,-0.0609203177558218,-1.1394780381590532,-0.8461375967935902,-0.1385988362466816,0.5289236797716752,-2.9502037299293566,-4.594720905859954,91.7257969577008
0.1509430488663649,-0.2908159249429799,-1.1454234037968352,1.1258379877502875,0.6367452617344997,6.248319491727333,0.7654753113760364,0.6123114513012222,53.35612064905354
0.3211747700776111,0.1814314965068608,0.727677929875072,0.5560623079232396,0.6597615597121185,-1.8248197194628435,3.4856849462520945,1.3144840141457106,95.35819126487206
0.1546153857367386,-0.2034952011646714,-2.6938152694225974,-0.9567458564258788,-3.0608658239305653,-4.201668724403321,-5.5245983447511255,-2.7877747533708934,50.26911188910201
0.1741659971695055,0.0729778491117252,1.7279584579243463,0.7838554350797242,-2.138287759502182,4.94816743461031,2.8976953090745,-0.0280478971301576,49.63896028805676
0.321820109695497,0.007580075445938,-2.0847096265795004,0.8888493802932063,3.067248515686761,3.3970589648793315,-4.002625173842482,-4.778123404209611,200.0
0.4651709214938713,0.3280779463698334,1.5656733920388133,1.636967946803335,-2.2438775396028223,3.9200063221072465,-3.8669324149969815,-4.338600909923528,107.72955994664432
0.2035394782607348,-0.3996936845060233,2.1709524658892274,-2.129167590229345,1.503256702209483,1.0418880408325275,3.3961873595771923,1.256551192129174,61.660558213856554
0.480733742923086,-0.0961772884654261,-0.0187845244820241,-1.0157482255125072,1.5252478924099018,-2.507042839522339,3.7546590606884305,-5.203108525898828,65.45583727770166
0.1178318188325863,-0.0494648859150718,-2.349623201180412,-1.8659050950162144,2.145976337448281,-1.6030610498834204,-3.53514964822565,4.349633328710498,90.5743622105818
0.287687332529576,0.1069731818325363,2.443710111168527,1.344344415647079,-1.4758406316870225,-6.161187106626769,0.6215761643096496,2.6078514592182227,53.97109291503808
0.4028473048200115,-0.2474749326413662,0.843293167131737,2.7555093520166167,-1.5193597575858282,-2.6077674540012477,-0.9343849021119216,0.8944566874637712,200.0
0.4950277766615352,0.0705596901636989,2.437243791661577,0.981504413305399,-0.1710353782368909,-2.443549241963779,-1.882698947236568,3.482572226326818,70.08859944489095
0.0887545236600568,-0.2896517132831101,-1.802991664166295,1.0613144452863237,-0.8079865474885253,-3.6881961152498457,-2.127431212667364,-5.257397972782991,49.77544695640538
0.218267776734886,0.2489727860265563,-0.3405960113850188,-0.3310600662671059,-2.968626216337504,-2.7774484867621925,-5.338564946337394,-5.683287167842057,90.65582356514572
0.431792789925555,0.1714540722497288,2.0762013039422085,-2.306520906446782,-0.8464301380648291,5.192644781095213,-0.8370724492538271,5.348898435883445,99.7580280777059
0.4806840380657254,-0.3947135136083404,-0.4214095596634633,0.5222120483911068,-0.9498443770585075,-1.557827607322574,-1.8117995085952645,-3.379940573654535,76.35213072563396
0.0130186222131797,0.1849471998945939,3.132266944263197,-2.9006832013594206,2.2562806405938076,0.5567521826183315,-6.037890270230435,-5.418412812693863,47.79437464662966
0.2627247405387451,-0.3163518348462939,-1.2817859651519108,-1.4147571643953676,2.956902867226911,-0.3811821923032106,-2.6994943613594153,5.50711256375007,60.89366358700974
