tau_g_piece0_1,tau_g_piece0_2,tau_g_piece0_3,tau_g_piece0_4,tau_g_piece0_5,tau_g_piece0_6,tau_g_piece0_7
0.0,32.8333499322638,13.794105792627853,30.390208768515855,-11.691350407108372,-7.975733781455805,1.2557101622423077
0.0,48.644630837825765,16.805767975400464,-21.461340183489376,-6.599843716039327,-7.019354304709663,1.2330924265376888
0.0,48.644630837825765,16.805767975400464,-21.461340183489376,-6.599843716039327,-7.019354304709663,1.2330924265376888
0.0,48.644630837825765,16.805767975400464,-21.461340183489376,-6.599843716039327,-7.019354304709663,1.2330924265376888
0.0,48.644630837825765,16.805767975400464,-21.461340183489376,-6.599843716039327,-7.019354304709663,1.2330924265376888
0.0,48.644630837825765,16.805767975400464,-21.461340183489376,-6.599843716039327,-7.019354304709663,1.2330924265376888
0.0,48.644630837825765,16.805767975400464,-21.461340183489376,-6.599843716039327,-7.019354304709663,1.2330924265376888
0.0,-46.99773417703644,-15.890490538425553,-21.64830988889032,6.774784401671148,6.788376717684602,-1.2565991113640342
0.0,-46.99773417703644,-15.890490538425553,-21.64830988889032,6.774784401671148,6.788376717684602,-1.2565991113640342
0.0,48.012056019762554,-13.959254524638297,22.239913438528202,8.033898806117051,8.880268074435609,-1.2578478031498301
0.0,48.012056019762554,-13.959254524638297,22.239913438528202,8.033898806117051,8.880268074435609,-1.2578478031498301
0.0,48.012056019762554,-13.959254524638297,22.239913438528202,8.033898806117051,8.880268074435609,-1.2578478031498301
0.0,48.012056019762554,-13.959254524638297,22.239913438528202,8.033898806117051,8.880268074435609,-1.2578478031498301
0.0,-50.372271804630245,-15.417305404523054,-20.15960595410134,6.372959361777184,7.370588522962889,-1.2537952202150704
0.0,50.79897263480782,-10.267420935805506,18.481614656812575,5.428304564607381,8.22927733256449,-1.262497351447796
0.0,50.79897263480782,-10.267420935805506,18.481614656812575,5.428304564607381,8.22927733256449,-1.262497351447796
0.0,50.79897263480782,-10.267420935805506,18.481614656812575,5.428304564607381,8.22927733256449,-1.262497351447796
0.0,-53.39004428032765,-8.448637506755698,-16.99533461006412,4.419214383118131,8.515938885607028,-1.2594658619715746
0.0,-53.39004428032765,-8.448637506755698,-16.99533461006412,4.419214383118131,8.515938885607028,-1.2594658619715746
0.0,-53.39004428032765,-8.448637506755698,-16.99533461006412,4.419214383118131,8.515938885607028,-1.2594658619715746
0.0,-53.39004428032765,-8.448637506755698,-16.99533461006412,4.419214383118131,8.515938885607028,-1.2594658619715746
0.0,52.391707824169636,-8.882689705517105,17.829331157845555,4.902407692365065,8.52005957287151,-1.2580711050218822
0.0,52.391707824169636,-8.882689705517105,17.829331157845555,4.902407692365065,8.52005957287151,-1.2580711050218822
0.0,52.391707824169636,-8.882689705517105,17.829331157845555,4.902407692365065,8.52005957287151,-1.2580711050218822
0.0,52.391707824169636,-8.882689705517105,17.829331157845555,4.902407692365065,8.52005957287151,-1.2580711050218822
0.0,52.391707824169636,-8.882689705517105,17.829331157845555,4.902407692365065,8.52005957287151,-1.2580711050218822
0.0,52.391707824169636,-8.882689705517105,17.829331157845555,4.902407692365065,8.52005957287151,-1.2580711050218822
