generation,piece1
0,2.3370805620628308
1,3.224373470745596
2,3.224373470745596
3,3.224373470745596
4,3.224373470745596
5,3.224373470745596
6,3.224373470745596
7,2.9933256300708018
8,2.9933256300708018
9,3.6159191318810433
10,3.6159191318810433
11,3.6159191318810433
12,3.6159191318810433
13,3.0524994829476793
14,3.4814927760848464
15,3.4814927760848464
16,3.4814927760848464
17,3.7404626437382813
18,3.7404626437382813
19,3.7404626437382813
20,3.7404626437382813
21,3.5639524413836066
22,3.5639524413836066
23,3.5639524413836066
24,3.5639524413836066
25,3.5639524413836066
26,3.5639524413836066
27,3.5639524413836066
28,3.5639524413836066
29,3.5639524413836066
30,3.5338448056362437
31,3.547989138176977
32,3.547989138176977
33,3.547989138176977
34,3.547989138176977
35,3.547989138176977
36,3.547989138176977
37,3.547989138176977
38,3.547989138176977
39,3.547989138176977
40,3.547989138176977
41,3.547989138176977
42,3.533834634341317
43,3.533834634341317
44,3.533834634341317
45,3.533834634341317
46,3.533834634341317
47,3.533834634341317
48,3.533834634341317
49,3.533834634341317
50,3.533834634341317
51,3.533834634341317
52,3.533834634341317
53,3.533834634341317
54,3.533834634341317
55,3.533834634341317
56,3.533834634341317
57,3.533834634341317
58,3.5787768462440903
59,3.5787768462440903
60,3.5787768462440903
61,3.6555606275281147
62,3.6555606275281147
63,3.6555606275281147
64,3.6555606275281147
65,3.6555606275281147
66,3.6555606275281147
67,3.6555606275281147
68,3.6555606275281147
69,3.6555606275281147
70,3.6555606275281147
71,3.6555606275281147
72,3.6555606275281147
73,3.6555606275281147
74,3.6555606275281147
75,3.6555606275281147
76,3.6555606275281147
77,3.6555606275281147
78,3.6555606275281147
79,3.6555606275281147
80,3.6555606275281147
81,3.6555606275281147
82,3.6555606275281147
83,3.6555606275281147
84,3.6555606275281147
85,3.6555606275281147
86,3.6555606275281147
87,3.6555606275281147
88,3.6555606275281147
89,3.6555606275281147
90,3.6555606275281147
91,3.6555606275281147
92,3.6555606275281147
93,3.6555606275281147
94,3.6555606275281147
95,3.6555606275281147
96,3.6555606275281147
97,3.6555606275281147
98,3.6555606275281147
99,3.594540122534533
