tau_ext_piece0_1,tau_ext_piece0_2,tau_ext_piece0_3,tau_ext_piece0_4,tau_ext_piece0_5,tau_ext_piece0_6,tau_ext_piece1_1,tau_ext_piece1_2,tau_ext_piece1_3,tau_ext_piece1_4,tau_ext_piece1_5,tau_ext_piece1_6,tau_ext_piece2_1,tau_ext_piece2_2,tau_ext_piece2_3,tau_ext_piece2_4,tau_ext_piece2_5,tau_ext_piece2_6,tau_ext_piece3_1,tau_ext_piece3_2,tau_ext_piece3_3,tau_ext_piece3_4,tau_ext_piece3_5,tau_ext_piece3_6
10.822290636736902,-19.381066909971228,-14.28003005654893,-2.895843071536122,0.688291262888107,-20.03356800264341,0.7960528650121271,-21.962822492784145,-18.596801454107677,-11.344881387903454,-13.032598168303032,-17.686313620633875,-2.931412373807822,-7.731480337881896,-8.247514723744938,-1.6543212475608695,3.036907072270264,-20.162704341968936,-8.027120420888268,18.375766516181834,22.209915990221702,23.574510249056573,2.9464189367020444,14.61718657212781
21.581079518176526,-11.274579116708942,-8.68834523706305,1.6718116311727262,1.6389417736856995,-19.857574643574768,-7.832771162495029,-5.591877530960014,-15.980565390501068,-6.031004507051367,0.21596941868785668,-17.923315770499904,19.491693385748597,1.8160213120890845,13.464380661744084,19.0267021432376,-13.698644765391562,-2.649418557316645,-4.736521517827627,8.510183524717524,-1.5847055527168,4.573419820971813,1.262810670882396,20.12280661527463
21.581079518176526,-11.274579116708942,-8.68834523706305,1.6718116311727262,1.6389417736856995,-19.857574643574768,-7.832771162495029,-5.591877530960014,-15.980565390501068,-6.031004507051367,0.21596941868785668,-17.923315770499904,19.491693385748597,1.8160213120890845,13.464380661744084,19.0267021432376,-13.698644765391562,-2.649418557316645,-4.736521517827627,8.510183524717524,-1.5847055527168,4.573419820971813,1.262810670882396,20.12280661527463
21.581079518176526,-11.274579116708942,-8.68834523706305,1.6718116311727262,1.6389417736856995,-19.857574643574768,-7.832771162495029,-5.591877530960014,-15.980565390501068,-6.031004507051367,0.21596941868785668,-17.923315770499904,19.491693385748597,1.8160213120890845,13.464380661744084,19.0267021432376,-13.698644765391562,-2.649418557316645,-4.736521517827627,8.510183524717524,-1.5847055527168,4.573419820971813,1.262810670882396,20.12280661527463
15.205124758960833,-16.173361043022844,-13.808284487598957,-2.9208546880386534,-0.5942661348643665,-19.990535439684052,-7.193110726948862,-17.173927178394884,-21.886137021157925,-11.983054585123607,-3.627633537063232,-19.85734339901006,14.360829020225864,5.526173493015538,8.10368570901125,16.733993479927722,3.1568921155123704,-12.605065284013545,1.5053688630044406,20.206663103858446,23.584278413421757,20.739707787758128,9.448572154160692,2.6520073383282536
15.205124758960833,-16.173361043022844,-13.808284487598957,-2.9208546880386534,-0.5942661348643665,-19.990535439684052,-7.193110726948862,-17.173927178394884,-21.886137021157925,-11.983054585123607,-3.627633537063232,-19.85734339901006,14.360829020225864,5.526173493015538,8.10368570901125,16.733993479927722,3.1568921155123704,-12.605065284013545,1.5053688630044406,20.206663103858446,23.584278413421757,20.739707787758128,9.448572154160692,2.6520073383282536
13.288046870214082,-12.467415492785339,-7.03288788679031,4.390744826342261,0.09250063289474353,-20.041072638250785,6.3240075490652226,-19.38588850987788,-15.36971703872852,-7.810782727024594,-18.259460935207848,-13.673814819912725,15.484138551319539,-14.224327524204842,-3.7158274154145783,3.6862607284162197,-23.803306309821203,-1.6448266922751706,10.778843293785815,-8.504296531885263,-17.66688506938971,-6.625793149090622,-1.3202468407304995,-12.089981714864429
13.288046870214082,-12.467415492785339,-7.03288788679031,4.390744826342261,0.09250063289474353,-20.041072638250785,6.3240075490652226,-19.38588850987788,-15.36971703872852,-7.810782727024594,-18.259460935207848,-13.673814819912725,15.484138551319539,-14.224327524204842,-3.7158274154145783,3.6862607284162197,-23.803306309821203,-1.6448266922751706,10.778843293785815,-8.504296531885263,-17.66688506938971,-6.625793149090622,-1.3202468407304995,-12.089981714864429
12.078568743404867,-13.701559901923776,-12.72249223577825,-1.4923689832677507,-5.387790456800244,-19.260687844880678,-6.5684300635029045,-12.736229551987563,-16.918127421856443,-5.977769632506299,-2.9250946578624557,-19.57918355879903,-2.684553107584053,-6.666000582371191,-11.94462207025425,-2.8135942066394684,6.172598776884192,-19.115907769173923,7.1539993418698735,-9.240758988556589,-20.339161160202988,-9.82086236863807,-3.206049139144012,-9.300733489573698
12.078568743404867,-13.701559901923776,-12.72249223577825,-1.4923689832677507,-5.387790456800244,-19.260687844880678,-6.5684300635029045,-12.736229551987563,-16.918127421856443,-5.977769632506299,-2.9250946578624557,-19.57918355879903,-2.684553107584053,-6.666000582371191,-11.94462207025425,-2.8135942066394684,6.172598776884192,-19.115907769173923,7.1539993418698735,-9.240758988556589,-20.339161160202988,-9.82086236863807,-3.206049139144012,-9.300733489573698
12.078568743404867,-13.701559901923776,-12.72249223577825,-1.4923689832677507,-5.387790456800244,-19.260687844880678,-6.5684300635029045,-12.736229551987563,-16.918127421856443,-5.977769632506299,-2.9250946578624557,-19.57918355879903,-2.684553107584053,-6.666000582371191,-11.94462207025425,-2.8135942066394684,6.172598776884192,-19.115907769173923,7.1539993418698735,-9.240758988556589,-20.339161160202988,-9.82086236863807,-3.206049139144012,-9.300733489573698
12.078568743404867,-13.701559901923776,-12.72249223577825,-1.4923689832677507,-5.387790456800244,-19.260687844880678,-6.5684300635029045,-12.736229551987563,-16.918127421856443,-5.977769632506299,-2.9250946578624557,-19.57918355879903,-2.684553107584053,-6.666000582371191,-11.94462207025425,-2.8135942066394684,6.172598776884192,-19.115907769173923,7.1539993418698735,-9.240758988556589,-20.339161160202988,-9.82086236863807,-3.206049139144012,-9.300733489573698
12.078568743404867,-13.701559901923776,-12.72249223577825,-1.4923689832677507,-5.387790456800244,-19.260687844880678,-6.5684300635029045,-12.736229551987563,-16.918127421856443,-5.977769632506299,-2.9250946578624557,-19.57918355879903,-2.684553107584053,-6.666000582371191,-11.94462207025425,-2.8135942066394684,6.172598776884192,-19.115907769173923,7.1539993418698735,-9.240758988556589,-20.339161160202988,-9.82086236863807,-3.206049139144012,-9.300733489573698
