% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=241918, Fri Sep  5 10:40:28 2025
1 40 -0.09278630108865696 -0.06087725975188002 0.060747730372738756 0.06938035241083473 0.9305363631106015 1.0164352349291415 1.049267120481451
2 80 -0.09278630108865696 -0.06087725975188002 0.060747730372738756 0.06938035241083473 0.9305363631106015 1.0164352349291415 1.049267120481451
3 120 -0.09278630108865696 -0.06087725975188002 0.060747730372738756 0.06938035241083473 0.9305363631106015 1.0164352349291415 1.049267120481451
4 160 -0.44252003645502913 -0.3550352725760079 0.0893635250796056 0.1500116937524556 0.7439696539362359 0.9721616671639116 1.2253207118624418
5 200 -0.44252003645502913 -0.3550352725760079 0.0893635250796056 0.1500116937524556 0.7439696539362359 0.9721616671639116 1.2253207118624418
6 240 -0.44252003645502913 -0.3550352725760079 0.0893635250796056 0.1500116937524556 0.7439696539362359 0.9721616671639116 1.2253207118624418
7 280 -0.37368471672386805 -0.24833071096325768 0.19173178670386964 0.21306528016563508 0.7123279100691756 1.0521978207774232 1.1770593419567774
8 320 -0.37368471672386805 -0.24833071096325768 0.19173178670386964 0.21306528016563508 0.7123279100691756 1.0521978207774232 1.1770593419567774
9 360 -0.37368471672386805 -0.24833071096325768 0.19173178670386964 0.21306528016563508 0.7123279100691756 1.0521978207774232 1.1770593419567774
10 400 -0.17370549096906604 -0.08719626096050881 0.45162673798844355 0.5447251742962038 0.6012536706531709 1.0458331232830698 1.2428705088504062
11 440 -0.17370549096906604 -0.08719626096050881 0.45162673798844355 0.5447251742962038 0.6012536706531709 1.0458331232830698 1.2428705088504062
12 480 -0.17370549096906604 -0.08719626096050881 0.45162673798844355 0.5447251742962038 0.6012536706531709 1.0458331232830698 1.2428705088504062
13 520 -0.05015795377755419 -0.0031667318638190986 0.6326116287620327 0.7975465270569148 0.42523623548683936 1.0083519847419762 1.3425350717563762
14 560 -0.05015795377755419 -0.0031667318638190986 0.6326116287620327 0.7975465270569148 0.42523623548683936 1.0083519847419762 1.3425350717563762
15 600 -0.05015795377755419 -0.0031667318638190986 0.6326116287620327 0.7975465270569148 0.42523623548683936 1.0083519847419762 1.3425350717563762
16 640 -0.28842943784051545 -0.24774574508407832 0.6085725135024338 0.853328240274834 0.3612728822407791 0.9616035861830972 1.394561023260455
17 680 -0.28842943784051545 -0.24774574508407832 0.6085725135024338 0.853328240274834 0.3612728822407791 0.9616035861830972 1.394561023260455
18 720 -0.28842943784051545 -0.24774574508407832 0.6085725135024338 0.853328240274834 0.3612728822407791 0.9616035861830972 1.394561023260455
19 760 0.1431758308663164 0.18480993885440022 0.6215946709231532 0.7255554736246538 0.5039267269803576 0.9477688637002766 1.3593351444125734
20 800 0.1431758308663164 0.18480993885440022 0.6215946709231532 0.7255554736246538 0.5039267269803576 0.9477688637002766 1.3593351444125734
21 840 0.1431758308663164 0.18480993885440022 0.6215946709231532 0.7255554736246538 0.5039267269803576 0.9477688637002766 1.3593351444125734
22 880 -0.05405041782085314 0.02385592965332517 0.2749647962607705 0.28076140432240737 0.768820851690236 1.0265680254908924 1.1640758510707239
23 920 -0.05405041782085314 0.02385592965332517 0.2749647962607705 0.28076140432240737 0.768820851690236 1.0265680254908924 1.1640758510707239
24 960 -0.05405041782085314 0.02385592965332517 0.2749647962607705 0.28076140432240737 0.768820851690236 1.0265680254908924 1.1640758510707239
