config_0
"[-0.8819881   1.3271227   0.06972139  2.0943952   2.293917   -2.0943952
  2.1923792 ]"
"[-0.8819881   1.3271227   0.06972139  2.0943952   2.293917   -2.0943952
  2.1923792 ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[ 2.2334306  -1.3364198   0.07361525 -2.0943952  -0.81169355 -2.0943952
  2.217793  ]"
"[-0.8946718   1.3335282   0.08705085  2.0943952   2.334785   -2.0943952
  2.201479  ]"
"[-0.8946718   1.3335282   0.08705085  2.0943952   2.334785   -2.0943952
  2.201479  ]"
"[-0.8946718   1.3335282   0.08705085  2.0943952   2.334785   -2.0943952
  2.201479  ]"
