generation,piece1
0,3.429960076835336
1,3.3777936625957627
2,3.5369028862691714
3,3.4320597831695734
4,3.547636611469859
5,3.547636611469859
6,3.5761947376739083
7,3.5761947376739083
8,3.5761947376739083
9,3.5634441391940226
10,3.5634441391940226
11,3.5634441391940226
12,3.5634441391940226
13,3.5634441391940226
14,3.5634441391940226
15,3.5634441391940226
16,3.5634441391940226
17,3.5634441391940226
18,3.5634441391940226
19,3.5846592156780317
20,3.625426791484835
21,3.625426791484835
22,3.625426791484835
23,3.625426791484835
24,3.625426791484835
25,3.625426791484835
26,3.625426791484835
27,3.592136695263355
28,3.6426494652692094
29,3.6033772188462256
30,3.6033772188462256
31,3.6033772188462256
32,3.6033772188462256
33,3.6033772188462256
34,3.6033772188462256
35,3.6033772188462256
36,3.6033772188462256
37,3.6033772188462256
38,3.6033772188462256
39,3.6033772188462256
40,3.6033772188462256
41,3.6033772188462256
42,3.6033772188462256
43,3.6033772188462256
44,3.6033772188462256
45,3.6033772188462256
46,3.6033772188462256
47,3.6033772188462256
48,3.6033772188462256
49,3.6033772188462256
50,3.6033772188462256
51,3.6033772188462256
52,3.6033772188462256
53,3.6033772188462256
54,3.6033772188462256
55,3.6033772188462256
56,3.6033772188462256
57,3.6033772188462256
58,3.6033772188462256
59,3.6033772188462256
60,3.6033772188462256
61,3.6033772188462256
62,3.6033772188462256
63,3.6033772188462256
64,3.6033772188462256
65,3.6033772188462256
66,3.6033772188462256
67,3.6033772188462256
68,3.6033772188462256
69,3.6033772188462256
70,3.6033772188462256
71,3.6033772188462256
72,3.6033772188462256
73,3.576469918692738
74,3.576469918692738
75,3.576469918692738
76,3.576469918692738
77,3.576469918692738
78,3.576469918692738
79,3.576469918692738
80,3.576469918692738
81,3.576469918692738
82,3.576469918692738
83,3.576469918692738
84,3.576469918692738
85,3.576469918692738
86,3.576469918692738
87,3.576469918692738
88,3.576469918692738
89,3.576469918692738
90,3.576469918692738
91,3.576469918692738
92,3.576469918692738
93,3.576469918692738
94,3.576469918692738
95,3.576469918692738
96,3.576469918692738
97,3.6359044541472394
98,3.6359044541472394
99,3.6359044541472394
