tau_g_piece0_1,tau_g_piece0_2,tau_g_piece0_3,tau_g_piece0_4,tau_g_piece0_5,tau_g_piece0_6,tau_g_piece0_7
0.0,58.52349812262657,3.85598942973657,-18.70049006884338,6.029448130005513,8.918436953333753,3.593048618597747
0.0,85.43926268643648,17.454338086909196,-23.76893937299966,10.795058972222137,10.757780712939299,1.2412224392040656
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,93.04317281273906,1.5478947297134178,-25.043975359641166,8.971581132266172,8.869546598588196,1.2583635560002158
0.0,92.79200072621457,-3.02950678450827,-25.36270064651616,7.4127611083315275,6.936347573641336,1.2573208014167179
0.0,92.79200072621457,-3.02950678450827,-25.36270064651616,7.4127611083315275,6.936347573641336,1.2573208014167179
0.0,92.79200072621457,-3.02950678450827,-25.36270064651616,7.4127611083315275,6.936347573641336,1.2573208014167179
0.0,90.57147355633026,-24.781984800293014,-8.241392758000572,8.073076162386375,3.770095035999934,1.2645867555289243
0.0,90.57147355633026,-24.781984800293014,-8.241392758000572,8.073076162386375,3.770095035999934,1.2645867555289243
0.0,90.57147355633026,-24.781984800293014,-8.241392758000572,8.073076162386375,3.770095035999934,1.2645867555289243
0.0,91.10251048822215,-26.764985858509025,-7.0049700491663085,8.671002401636564,2.8543660398821853,0.014725395653250928
0.0,91.10251048822215,-26.764985858509025,-7.0049700491663085,8.671002401636564,2.8543660398821853,0.014725395653250928
0.0,91.10251048822215,-26.764985858509025,-7.0049700491663085,8.671002401636564,2.8543660398821853,0.014725395653250928
0.0,91.10251048822215,-26.764985858509025,-7.0049700491663085,8.671002401636564,2.8543660398821853,0.014725395653250928
0.0,91.10251048822215,-26.764985858509025,-7.0049700491663085,8.671002401636564,2.8543660398821853,0.014725395653250928
