generation,piece1
0,105.4115527680929
1,66.29419297194104
2,65.85608477547204
3,65.85608477547204
4,65.85608477547204
5,65.85608477547204
6,65.85608477547204
7,65.85608477547204
8,65.85608477547204
9,65.85608477547204
10,65.85608477547204
11,65.85608477547204
12,65.85608477547204
13,65.85608477547204
14,65.89647675925214
15,65.89647675925214
16,65.89647675925214
17,65.84252976284077
18,65.84252976284077
19,65.84252976284077
20,65.89687106430586
21,65.89687106430586
22,65.89687106430586
23,65.89687106430586
24,65.89687106430586
25,65.89687106430586
26,65.89687106430586
27,65.89687106430586
28,65.89687106430586
29,65.89687106430586
30,65.89687106430586
31,65.89687106430586
32,65.9967114418658
33,65.9967114418658
34,65.9967114418658
35,65.9967114418658
36,65.9967114418658
37,65.9967114418658
38,65.9967114418658
39,65.9967114418658
40,65.9967114418658
41,65.9967114418658
42,65.9967114418658
43,65.9967114418658
44,65.9967114418658
45,65.9967114418658
46,65.9967114418658
47,65.9967114418658
48,65.9967114418658
49,65.9967114418658
50,65.9967114418658
51,65.9967114418658
52,65.9967114418658
53,65.9967114418658
54,65.9967114418658
55,65.9967114418658
56,65.9967114418658
57,65.9967114418658
58,65.9967114418658
59,66.15589333895565
60,66.15589333895565
61,66.15589333895565
62,66.15589333895565
63,66.15589333895565
64,66.15589333895565
65,66.15589333895565
66,66.15589333895565
67,66.15589333895565
68,66.15589333895565
69,66.15589333895565
70,66.15589333895565
71,66.15589333895565
72,66.15589333895565
73,66.15589333895565
74,66.15589333895565
75,66.15589333895565
76,66.15589333895565
77,66.15589333895565
78,66.15589333895565
79,66.15589333895565
80,66.15589333895565
81,66.15589333895565
82,66.15589333895565
83,66.15589333895565
84,66.15589333895565
85,65.94223175990768
86,65.91322631880026
87,65.91322631880026
88,65.91322631880026
89,65.91322631880026
90,65.91322631880026
91,65.91322631880026
92,65.91322631880026
93,65.91322631880026
94,65.91322631880026
95,65.91322631880026
96,65.91322631880026
97,65.91322631880026
98,65.91322631880026
99,65.91322631880026
