config_0
"[ 0.26975128 -0.57275516 -0.12181757  1.9780718  -1.4688435   1.4217143
 -0.78658175]"
"[-0.13045835 -1.0631241   0.13815121  1.3026412  -1.7410994   1.4812202
  0.44474703]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.25808287 -1.1789429  -0.3244753   1.2120441  -1.2768334   1.6814604
  0.45802522]"
"[ 0.38682655 -1.1610935  -0.39058438  1.2324517  -1.1935002   1.6278936
  0.48494965]"
"[ 0.38682655 -1.1610935  -0.39058438  1.2324517  -1.1935002   1.6278936
  0.48494965]"
"[ 0.38682655 -1.1610935  -0.39058438  1.2324517  -1.1935002   1.6278936
  0.48494965]"
"[ 0.7379592  -1.5087727  -1.2016943   1.2410703  -0.37653285  1.9750595
  0.8457623 ]"
"[ 0.7379592  -1.5087727  -1.2016943   1.2410703  -0.37653285  1.9750595
  0.8457623 ]"
"[ 0.7379592  -1.5087727  -1.2016943   1.2410703  -0.37653285  1.9750595
  0.8457623 ]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7609625 -1.6162405  1.2636839 -1.2496698  0.2358326 -2.0063133
  1.8626368]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.7646492  -1.6135163   1.26551    -1.2520114   0.23475614 -2.0211408
  1.8555593 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.8024242  -1.5413737   1.3367983  -1.2865977   0.08705369 -2.0550096
  1.8010087 ]"
"[ 0.7700827  -1.5754305  -1.8193948   1.2405498   0.15916333  2.0194435
 -1.3283784 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
"[ 0.8084725  -1.595441    1.2919842  -1.2820545   0.18656856 -2.0221317
  1.8384441 ]"
