y_b,z_t,theta_y_p
-0.23738923128476147,0.026285851814621876,-1.4381787953857021
0.031433978842715204,0.14841884883974552,-1.5027518028623668
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.04522443232208567,0.08746082120022126,-1.5581315027269016
0.035331684516294426,0.015686489271082613,-1.5268279891817813
0.035331684516294426,0.015686489271082613,-1.5268279891817813
0.035331684516294426,0.015686489271082613,-1.5268279891817813
0.034615552590711474,0.0142225503195903,-1.5323273003194973
0.034615552590711474,0.0142225503195903,-1.5323273003194973
0.034615552590711474,0.0142225503195903,-1.5323273003194973
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06798716800056265,0.0176065727342746,-1.535104221040312
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.06502031514190004,0.01680113540225539,-1.533363179380145
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.05376732940601109,0.008924313423064198,-1.5037218534334365
0.06837803179167085,0.01603992977839771,-1.533709472505342
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
0.054172078087810493,0.0015644640767580043,-1.5290375252486195
