piece1_joint1,piece2_joint1,piece3_joint1,piece4_joint1,piece5_joint1,piece6_joint1,piece7_joint1,piece8_joint1,piece9_joint1,piece10_joint1,piece11_joint1,piece12_joint1,piece13_joint1,piece14_joint1,piece15_joint1,piece16_joint1,piece17_joint1,piece18_joint1,piece19_joint1,piece20_joint1,piece21_joint1,piece22_joint1,piece23_joint1,piece24_joint1,piece25_joint1,piece26_joint1,piece27_joint1,piece28_joint1,piece29_joint1,piece30_joint1,piece31_joint1,piece32_joint1,piece33_joint1,piece34_joint1,piece35_joint1,piece36_joint1,piece37_joint1,piece38_joint1,piece39_joint1,piece40_joint1
100.0,0.009054471649825703,0.009054471649825705,0.009054471649825705,0.13826804182598315,0.15827930475981714,0.11339739776633499,0.1767358409285256,0.009054471649825705,0.14318318120002244,0.17726053356319643,0.009054471649825705,0.009054471649825703,0.009054471649825714,0.12197926914293448,0.009054471649825705,100.0,0.18032120136318638,0.009054471649825714,0.009054471649825714,100.0,0.15259501290183547,0.009054471649825705,0.09492450043231299,0.1226680422834815,100.0,100.0,0.00905447164982571,0.00905447164982571,0.16093463147391482,100.0,0.009054471649825703,0.1394907273234406,100.0,0.009054471649825703,0.009054471649825703,0.10600172941112207,0.00905447164982571,100.0,0.14382611067415763
0.009054471649825705,0.1786182457639576,100.0,0.1822865465391426,0.1932805144791355,100.0,0.14029246952845095,0.009054471649825703,0.009054471649825705,0.10574151468156016,0.009054471649825705,0.00905447164982571,0.009054471649825703,100.0,0.19284218913677345,100.0,0.009054471649825693,0.009054471649825714,0.12052261025818053,0.009054471649825703,0.009054471649825714,0.14126377553003241,0.009054471649825693,0.009054471649825703,0.00905447164982571,0.009054471649825714,0.009054471649825705,100.0,0.16584540251840396,0.00905447164982571,0.09840448709625894,0.009054471649825714,0.14566667275543135,0.1407860086901469,0.009054471649825714,0.009054471649825693,0.1841042683342656,0.00905447164982569,100.0,0.00905447164982571
0.00905447164982569,0.12728808922788334,0.009054471649825693,0.009054471649825703,0.009054471649825693,0.11119476994446596,0.14173658991437,0.009054471649825705,100.0,0.1440093843115418,0.009054471649825714,0.009054471649825714,0.1616763496700382,0.009054471649825703,100.0,0.009054471649825714,0.009054471649825705,0.009054471649825705,0.009054471649825703,0.16267367077018496,0.009054471649825705,0.009054471649825714,0.009054471649825714,0.00905447164982571,0.11174415490383026,0.13248938011189398,0.009054471649825714,0.009054471649825714,0.009054471649825703,0.00905447164982571,0.00905447164982571,0.00905447164982571,0.08953323749353129,100.0,0.009054471649825705,0.15817038312302553,100.0,100.0,100.0,0.009054471649825703
100.0,0.1363993680149957,0.1417547885066032,100.0,0.00905447164982571,0.009054471649825703,0.009054471649825705,100.0,0.1807432391592095,0.009054471649825705,100.0,0.009054471649825714,0.009054471649825705,0.00905447164982571,100.0,100.0,0.009054471649825703,100.0,0.1234423496401108,0.13431127835715884,0.12043174147670484,0.009054471649825714,0.00905447164982569,0.00905447164982571,0.009054471649825693,100.0,0.009054471649825714,0.009054471649825703,0.1250309187246458,0.009054471649825693,0.1394411366526488,0.18275290412006817,0.132483520725894,0.16661066789381085,0.13998957159508313,0.009054471649825705,0.009054471649825705,0.009054471649825705,0.009054471649825714,0.17626513460540866
0.009054471649825703,0.009054471649825703,0.20202343199267642,0.009054471649825714,0.00905447164982571,0.00905447164982571,100.0,0.009054471649825703,0.009054471649825705,0.15800371193156276,0.009054471649825705,100.0,0.009054471649825703,0.009054471649825703,0.009054471649825714,100.0,0.13492741554735865,0.19766418376038794,100.0,0.009054471649825703,0.00905447164982571,0.009054471649825703,100.0,0.16297847956402842,100.0,0.1418506077491891,0.009054471649825703,0.009054471649825705,0.00905447164982571,0.00905447164982571,0.14658796552157388,0.009054471649825714,0.15736485837093392,0.11871055824944511,100.0,0.009054471649825705,0.009054471649825714,0.00905447164982571,0.12862997585350877,0.009054471649825705
0.009054471649825714,0.16191132367160396,0.12870058084868624,0.00905447164982571,0.1372002873156532,0.00905447164982571,100.0,0.13514771794512606,0.009054471649825703,0.00905447164982571,0.10986899172817258,0.14108846595574803,0.009054471649825703,0.009054471649825705,0.16959652492895536,100.0,0.009054471649825703,0.1454212311287917,100.0,0.009054471649825705,0.00905447164982571,0.11535074147415744,0.09605878695112367,0.009054471649825714,100.0,0.1453198849038656,0.09377727795974734,0.10625927991461842,0.00905447164982571,100.0,0.009054471649825714,100.0,0.009054471649825703,0.009054471649825703,0.009054471649825714,0.009054471649825703,0.0834149610116401,100.0,0.009054471649825714,0.009054471649825714
0.1709311969528882,0.14910775569345164,0.00905447164982571,0.009054471649825693,100.0,0.009054471649825703,0.009054471649825703,100.0,0.009054471649825714,100.0,0.17955028211199164,0.16146800729655844,0.09655302471381555,0.009054471649825714,0.00905447164982571,100.0,0.009054471649825714,0.009054471649825705,0.009054471649825714,100.0,0.009054471649825705,100.0,0.1977985040211154,0.16490895719215495,0.13976065961558723,0.009054471649825703,0.009054471649825705,0.14902764170123925,0.009054471649825714,0.13283398666781482,0.009054471649825693,0.00905447164982569,0.10269177877403403,0.00905447164982571,100.0,0.1424348490881684,0.11831557418015992,0.009054471649825703,0.14398215474976092,0.00905447164982571
100.0,0.009054471649825705,100.0,100.0,100.0,0.1510488122219828,0.009054471649825693,0.009054471649825703,0.009054471649825693,0.009054471649825705,100.0,0.009054471649825703,0.009054471649825714,0.009054471649825705,0.009054471649825703,100.0,0.009054471649825705,0.009054471649825703,100.0,100.0,0.009054471649825703,0.009054471649825714,0.12441325692486219,0.15956441879064245,0.009054471649825705,0.009054471649825714,0.009054471649825705,0.009054471649825714,100.0,0.17819106721706598,0.1597256736751552,100.0,0.1495378820924257,0.15200193820205352,0.009054471649825703,100.0,0.009054471649825714,0.00905447164982569,0.009054471649825714,100.0
0.00905447164982571,0.009054471649825703,0.10960043658068196,0.00905447164982571,0.15920052006417623,0.009054471649825703,0.1950128848679182,0.009054471649825703,0.009054471649825714,0.009054471649825703,0.17594976920562894,0.00905447164982571,0.009054471649825703,0.1345314598387127,0.009054471649825714,0.009054471649825705,0.18700841378897487,0.10666368703921163,0.17155920428958968,0.009054471649825705,0.009054471649825703,0.009054471649825705,0.1419015566313646,0.17601155688942186,100.0,0.009054471649825714,100.0,0.14952602800844872,0.009054471649825703,100.0,0.1043697967350557,100.0,0.009054471649825714,0.009054471649825705,0.13481834876642834,0.009054471649825705,0.14759221906604583,0.17758292985700475,0.18918473290325794,100.0
0.13331587314074073,0.009054471649825705,0.20658390765701626,0.1356687919664072,0.009054471649825705,100.0,100.0,0.009054471649825714,0.1197304589878931,0.009054471649825714,0.009054471649825693,0.1272804587617905,0.009054471649825705,0.009054471649825714,0.009054471649825703,0.14867752256905808,0.14014538191726658,0.00905447164982571,0.12021873851860901,0.136200670932282,100.0,100.0,0.00905447164982571,0.009054471649825714,0.1406039576571832,0.009054471649825714,100.0,0.009054471649825703,0.009054471649825714,0.009054471649825703,0.00905447164982569,100.0,0.10824579732382994,0.009054471649825703,0.1538006024275763,100.0,0.15352122367785898,0.009054471649825705,0.00905447164982571,0.14970444464477148
