y_b,z_t,theta_x_p
0.029956698108135806,0.0790299886661731,-1.5131349554351932
0.029956698108135806,0.0790299886661731,-1.5131349554351932
0.029956698108135806,0.0790299886661731,-1.5131349554351932
0.044243203499859975,0.015174402106512684,-1.5386862543886273
0.044243203499859975,0.015174402106512684,-1.5386862543886273
0.044243203499859975,0.015174402106512684,-1.5386862543886273
0.044243203499859975,0.015174402106512684,-1.5386862543886273
0.054153242645495744,0.0033530905270232197,-1.5104615135204487
0.05223011450511523,0.008925988396100967,-1.5245092687294208
0.05223011450511523,0.008925988396100967,-1.5245092687294208
0.05223011450511523,0.008925988396100967,-1.5245092687294208
0.05223011450511523,0.008925988396100967,-1.5245092687294208
0.05223011450511523,0.008925988396100967,-1.5245092687294208
0.05223011450511523,0.008925988396100967,-1.5245092687294208
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
0.05430403941982094,0.00024278815605387194,-1.5516899291890753
