tau_g_piece0_1,tau_g_piece0_2,tau_g_piece0_3,tau_g_piece0_4,tau_g_piece0_5,tau_g_piece0_6,tau_g_piece0_7
0.0,90.25661005932658,1.503418383975744,-24.726120592648066,8.692111871039824,8.960932294554645,1.25605423609856
0.0,90.25661005932658,1.503418383975744,-24.726120592648066,8.692111871039824,8.960932294554645,1.25605423609856
0.0,90.25661005932658,1.503418383975744,-24.726120592648066,8.692111871039824,8.960932294554645,1.25605423609856
0.0,93.86692148839983,-3.1999722405293527,-25.757247212881886,7.495633232384413,6.786849216613484,1.2546708927018386
0.0,93.86692148839983,-3.1999722405293527,-25.757247212881886,7.495633232384413,6.786849216613484,1.2546708927018386
0.0,93.86692148839983,-3.1999722405293527,-25.757247212881886,7.495633232384413,6.786849216613484,1.2546708927018386
0.0,93.86692148839983,-3.1999722405293527,-25.757247212881886,7.495633232384413,6.786849216613484,1.2546708927018386
0.0,89.2685745844205,-28.91456328872581,3.2720486881119646,8.215152016212915,-2.106985671824462,-0.0012275275608537584
0.0,89.19496752434891,-28.703920155616984,4.777416105042542,8.415525502981975,-2.466996176519796,0.0039515227773385675
0.0,89.19496752434891,-28.703920155616984,4.777416105042542,8.415525502981975,-2.466996176519796,0.0039515227773385675
0.0,89.19496752434891,-28.703920155616984,4.777416105042542,8.415525502981975,-2.466996176519796,0.0039515227773385675
0.0,89.19496752434891,-28.703920155616984,4.777416105042542,8.415525502981975,-2.466996176519796,0.0039515227773385675
0.0,89.19496752434891,-28.703920155616984,4.777416105042542,8.415525502981975,-2.466996176519796,0.0039515227773385675
0.0,89.19496752434891,-28.703920155616984,4.777416105042542,8.415525502981975,-2.466996176519796,0.0039515227773385675
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
0.0,89.36299690130289,-29.542740282942656,1.268749000856341,8.465940277808016,-1.5469462058166963,-0.01136253599427306
