piece1_joint1,piece2_joint1,piece3_joint1,piece4_joint1,piece5_joint1,piece6_joint1,piece7_joint1,piece8_joint1,piece9_joint1,piece10_joint1,piece11_joint1,piece12_joint1,piece13_joint1,piece14_joint1,piece15_joint1,piece16_joint1,piece17_joint1,piece18_joint1,piece19_joint1,piece20_joint1,piece21_joint1,piece22_joint1,piece23_joint1,piece24_joint1,piece25_joint1,piece26_joint1,piece27_joint1,piece28_joint1,piece29_joint1,piece30_joint1,piece31_joint1,piece32_joint1,piece33_joint1,piece34_joint1,piece35_joint1,piece36_joint1,piece37_joint1,piece38_joint1,piece39_joint1,piece40_joint1
3.051169522571484,0.7971485943536325,1.0815670070583852,0.2250552847365692,1.2797747426357577,0.2250552847365692,0.2250552847365692,0.22505528473656938,0.22505528473656938,3.303863532424927,0.889412781965874,0.22505528473656938,0.6795484791341977,0.913532120797149,0.22505528473656955,0.22505528473656955,3.361123308312984,2.4485242539555254,0.2250552847365692,0.2250552847365692,0.22505528473656938,100.0,0.2250552847365692,0.22505528473656938,0.22505528473656938,0.22505528473656938,0.22505528473656938,0.2250552847365692,0.22505528473656938,0.27869767060915085,2.10141546033359,3.09916038572284,0.22505528473656955,1.1545291643399955,1.7062575910265971,0.296107278109051,2.7834623866095947,0.22505528473656938,0.22505528473656938,0.22505528473656938
0.22505528473656938,0.22505528473656955,2.228019916735625,0.22505528473656955,0.6537801424968994,1.2460290489443255,1.6559181641897842,0.22505528473656938,2.6300727650320406,0.7782571804995115,2.3693601551585277,0.2250552847365692,3.129474842576702,3.141962590594501,0.8138824678992944,1.332805465300008,0.2250552847365692,1.1288320708994048,0.22505528473656938,2.0836045199367246,0.2250552847365692,0.22505528473656955,2.1433898489754735,2.584291747122455,0.22505528473656938,0.40890100593831435,2.3588443479756136,0.22505528473656938,0.2250552847365692,0.6944824214492248,0.22505528473656938,2.361395012788615,0.22505528473656938,1.948087604257637,0.2250552847365692,3.1428656525427905,0.6548866622137345,2.18961079990377,1.7538436699588436,2.09739867635673
2.548562650431611,0.8424384610054956,2.009583294386081,1.7750543745398613,0.731959469097497,2.0174183155055085,2.4775745809385663,0.22505528473656938,0.22505528473656938,1.3544701654741809,1.1365576442033674,0.2966925409422917,0.6802371236155613,1.7654727065082585,1.3033942052917706,2.0689443630334083,0.22505528473656938,1.024759949248111,1.7784265110416735,0.4059483335116446,0.886958454860807,2.243686063187162,1.8889394962998973,0.6048845092210534,1.5462358253274522,100.0,0.2874229518342976,0.45042740255107805,0.2250552847365692,1.7585925930221467,1.176638677485526,100.0,0.2250552847365692,0.22505528473656938,0.7252880516959623,2.351988709652788,1.136824423212922,0.22505528473656938,0.4829730872249383,0.22505528473656938
0.22505528473656955,0.22505528473656938,0.6926940663324226,0.7387685534724143,1.835365052948909,0.3324109796017362,0.26758154742827955,0.8326180121910903,2.534951641653879,3.0655769993989384,1.0163837947755126,0.4858952845319606,0.9988303635632471,1.9420088583711548,0.5789126271486672,1.537577593106818,2.3122406600680594,2.670094136625779,0.22505528473656938,1.125743194611358,0.2799405793606579,2.1630401097054235,0.8258946326607876,1.7210945227340062,0.6482457834244758,3.2946369102334914,0.9060926020456843,2.2073661856631253,0.6863239333969088,0.8157844382371013,0.6573347539827408,0.2680203539285014,0.9441568145740966,1.5910397542601709,0.29330673521602324,0.8349772129715851,0.2619669821711675,2.199239612674772,0.6048087839040728,2.0240460282418966
0.48136111377863616,0.4255529593875141,1.902786450200724,0.9775998064936191,0.4777796991503315,1.688211842260298,1.8918451510746226,0.30288500421601683,1.0005409679650075,1.0037578058145151,0.7030898502852269,1.115864913495934,0.6414418909891249,0.7683207046265285,0.28304007665777775,2.128417996762232,0.7060679777508424,1.0552097350273102,1.7397592253670386,0.8938674701863586,2.5841945617136486,0.8651819498705908,1.3487510555654456,0.8320557340736593,0.42885141160699,0.6224588123511032,1.0560012577185223,1.3530878865378462,0.9458642624917293,2.8206255390012323,1.8723328541596216,1.032179527928425,1.8784808874160681,2.5197610031797533,2.247795144708313,1.828756976265001,0.596640474929853,1.0047353754852293,0.7763011547648881,0.6845398217752107
0.8960190304180193,2.0813811778642703,0.8781735949518158,0.7717199898245424,0.39484424689578085,0.5934113213218366,2.3002582509684215,1.2364214515292777,2.2236220440250123,0.28987962370846254,0.6113511985678595,2.638304132908216,0.26018719637676363,0.78943870899385,0.3054834954984317,0.49206275320164766,1.1242507408148967,2.6317936188379782,0.6553470413061079,0.2670201036766639,1.0293196814356718,0.6200912854898438,0.6826603092907435,0.6618399433526756,0.6296600938786604,0.25755007190158424,1.865591880149927,0.4292298069746611,2.4659851943360747,0.8554252597623616,2.1505675340642734,0.9500215721702732,2.7299180926711144,0.6332223793148025,2.308869067562244,1.197422984320399,0.7689669835446599,0.7657496106212283,0.29671514946948646,1.318900088915916
0.7106471397099385,1.9266850547662242,0.2894337653297239,0.4237521081194448,0.9243608447919084,0.406051057934609,2.2160098733776055,0.3281668286954539,0.4343304799368577,1.3901695463308683,0.2983111921108268,1.593243583554335,0.4372564026186782,2.3471408114197443,0.4735375944951902,1.485618946052016,0.4371022139565506,1.4058494200307048,2.1651755357335047,0.27040277772096544,0.6940071062083042,0.44228407725701663,0.4033726444971262,0.6766663459688027,1.7756473639167765,0.6655473877597843,0.6891519665125883,0.9167524174104953,0.6710805168263703,0.7116469602579598,3.0086512505314063,1.639512951964752,2.2825498494594676,2.1255283624867376,0.459554046123714,1.3912820160858161,0.8934582432442519,2.5002409434170425,2.6154384310337897,0.6881811390505456
0.29504138060670104,0.25981836505416295,0.4316313179150861,0.48770274232511573,0.29370486107308497,2.7264558927015083,0.259133961063849,0.6885988936223756,0.2551446441011352,1.3824303678478502,0.4411683972776264,0.4223560321750037,0.6446075156355086,0.2999407524719921,0.7601638502815424,0.5843127629392331,0.27263857587847545,1.960897329066607,0.9511998730075346,0.7738398229853948,1.457380587822031,2.556737609518225,0.877760770905632,0.9939418727845788,0.29231570809564283,0.2993191153866919,0.2878566112193597,2.1052296360861473,0.26676314171751314,0.29815826472313917,2.3169946053443464,0.6520806068721174,0.833106252886869,0.2659359842104397,0.5887989095877748,0.26971672263981894,0.30233559491689727,2.687460023259479,0.7475011800832281,0.4227719939683829
0.2588032030657688,0.27928911084997426,1.0578897885629353,0.26413240559940365,0.2655996250699592,0.7792590132267931,0.6968803161623722,0.4913534301125662,0.2709768328160698,0.4238210516568237,0.28656800056605164,0.3026418685193737,0.29360353965493796,0.2857823658904696,0.6876288838654943,2.377673020592225,0.5638990248135656,0.6167584374890247,0.27038799200857094,0.2997179116136655,0.26846224962039494,0.6694937163741299,0.5325869342384854,0.41505783616147873,0.27010480914259694,0.43087462127280857,0.2660839885331861,1.5757169712945434,0.5595609452216883,0.26448598760999825,0.2640701491351352,0.451473557913986,0.29861714046763926,0.296102089485568,0.26903954572576666,0.4433852818257648,0.6587948464949095,0.2598836186466427,0.41922492428359726,0.4776101659674487
0.254813952078523,0.6547213605907162,0.27047387831952013,0.2562593055844848,0.2951870998455197,0.29625260000493286,0.3039259292188204,0.29779163098384515,0.2585559817509317,0.42915550741427405,0.3175383092573784,0.29534127009136385,0.29503799335822417,2.0099110060511496,0.26990863688922434,0.30275429794725056,0.2939102544406698,0.2544620865121298,0.2611285033331913,0.2626691522869911,0.2565729589135652,0.29419300801558645,0.42463683794744295,0.29666862561199936,0.29838422666713865,0.2984805434310594,0.6100009361536551,0.25717318764887315,0.43314267792299216,0.2692544494264542,0.26773633485975923,0.25523746565694344,1.573093941946478,0.26062675496578674,0.2563257439787213,0.25471224158298156,0.7366776132940371,2.2449222301144713,0.2818128394160593,0.43063518925518285
0.2992782511669829,0.25527530533049525,0.2990426139969077,0.2593722570056103,0.2572929960885765,0.29745698195300835,0.2980217896348997,0.26536513863022543,0.25521434636024554,0.2542446607223002,0.5586365200734796,0.4502963100826453,0.2648519034094941,0.6269839202592777,0.29995294437098136,0.25556987625952426,0.2621559428202843,0.25322399459099665,0.2955225811401311,0.29339154340961154,0.25595677496192887,0.3010903922879991,0.2950996984905572,0.2933886395509765,0.6052644229408136,0.3022211812598005,0.25742149613381726,0.2581099083145106,0.2550405605281899,0.5693632617594127,0.2650636596038974,0.29529662981823335,0.29308229335666885,0.4353145178553529,0.5562315886889101,0.25851220873437,0.4181171450725725,0.624283162481333,0.8394734229420177,0.3142819617151179
0.5907348907413198,0.25383856680385847,0.26637211401200755,0.2595546171110983,0.26016386557469967,0.5813527136250018,0.6318441094535013,0.6029890044466434,0.6559163857064283,2.0423991964203707,0.2582757577350815,0.25903490811442975,0.2979058113261464,0.3003155797717021,0.2532249533978219,0.299853547175514,0.2573549049914952,0.2954037085584249,0.26009050205841794,0.585544188924802,0.30127606935311957,0.2691892011884131,0.2544299603913955,0.2683522137426662,0.4221355566984021,0.29843464421377347,0.26044845198374245,0.3031656975516049,0.613541817976569,0.29606641268901973,0.592558297590479,0.26446337870476533,0.6201980699350734,0.2918396080984177,0.6439590578918897,0.28229324132465955,0.30153145334013326,0.2655323954840464,0.2996281754763221,0.29634944090569054
0.253377442210173,0.8288725231529276,0.2572379028357516,0.2597012522523546,0.25254688813793535,0.25659037209344276,0.6174268203143343,0.2946840868335486,0.25098258037822413,0.2998381639141258,0.5542635457003092,0.5651738989169491,0.5794186750502135,0.3012610942644225,0.3257573228453603,0.29733191294828765,0.25770122008237717,0.25307493158925065,0.30489146137596373,0.2591536478996676,0.27194432641291255,0.25345082520280593,0.2714367317136433,0.2661378943238633,0.2532013450823145,0.25447823254744323,0.263895654348941,0.2547887459460546,0.29159661114031804,0.2869993707136773,0.5682884713928482,0.25470059578579934,0.2590039335986582,0.6314021398632857,0.29054315396793307,0.3032752347542716,0.30083436442134376,0.3072509958354538,0.2632292543262448,0.25357495211244246
0.2567043818959583,0.8260294857269045,0.5841078390279096,0.3045047010090634,0.5625749254486274,0.30442320228290687,0.6943341490579461,0.40261829506242397,0.5654454273063984,0.5495076084286048,0.2552950688310092,0.576603328554706,0.278712480242528,0.2548944635394856,0.2560481719902981,0.25793473643168185,0.5630342152158155,0.30327079683423586,1.3979377759166312,0.2689244827855063,0.2678732678961597,0.25821116544362765,0.2994346276861786,0.25417948467321644,0.6007498272140078,0.5644574970653226,0.5814409235434581,0.2513901651757107,0.25381408863440996,0.58404336671632,0.2583069816195314,0.25901295246795986,0.3013090622840725,0.25297243626643623,0.2665040980994533,0.6043655189926126,0.25623231109210093,0.2996798449055297,0.25726752945457604,0.2543733907733229
