q1,q2,q3,q4,q5,q6
-4.566728411845182717e-02,5.666314041286667907e-02,-8.899114978670948084e-02,-5.857348037965368981e-04,-6.983898600638401011e-02,-3.029486773223568491e-02
-5.341398379693168552e-02,6.080965057666126022e-02,-9.256374322766607043e-02,-7.118743945489259010e-04,-7.609931263496209908e-02,-3.541425977327623820e-02
-6.306179368995018519e-02,6.613743540413072330e-02,-9.735898532376667525e-02,-8.724564549308074044e-04,-8.406276204451890166e-02,-4.178645306121272357e-02
-7.544992661449879956e-02,7.312059722040262222e-02,-1.038384684432453325e-01,-1.171944046380254522e-03,-9.442730577325697539e-02,-4.987835928173978833e-02
-9.052347360838705614e-02,8.209179357107498909e-02,-1.122706813831665928e-01,4.161699106883789620e-04,-1.076681629330090567e-01,-6.160798886567166871e-02
-1.019895638712810110e-01,9.045282445927188553e-02,-1.215012272284235195e-01,1.579920977868144814e-03,-1.188380872929749726e-01,-7.050056047482003430e-02
-1.098502997963655553e-01,9.783386731016506521e-02,-1.312924255468426171e-01,-6.225565460083286318e-04,-1.271932039375169021e-01,-7.372367406375741894e-02
-1.182558397656453542e-01,1.063643571229282714e-01,-1.423296734878032599e-01,-6.538324445982250134e-04,-1.366935715113437588e-01,-7.941996131775946877e-02
-1.280892718498463090e-01,1.166921224823709718e-01,-1.555718261364392729e-01,-6.612911014992409187e-04,-1.477376396404830872e-01,-8.612494680320809115e-02
-1.394281324602321681e-01,1.290227107296232356e-01,-1.712439740138290700e-01,-8.507911218064127682e-04,-1.603208091769739718e-01,-9.369909070806697882e-02
-1.526780110272327740e-01,1.442967686244189807e-01,-1.903786626971819274e-01,-1.104848616150574860e-03,-1.748175460557681304e-01,-1.025511950288879592e-01
-1.679484703918919519e-01,1.633791384187034956e-01,-2.138352542743279239e-01,-1.492987312178016166e-03,-1.911583607662640516e-01,-1.127177870310579616e-01
-1.851612001208893798e-01,1.882138859690341837e-01,-2.434310627560795637e-01,-2.156664499145163113e-03,-2.087488280957431608e-01,-1.240865014800851818e-01
-2.018705993100278484e-01,2.217412763922199381e-01,-2.811002101911108109e-01,-3.439688974263709412e-03,-2.234781734726809521e-01,-1.348668517433154190e-01
-2.034238598675756626e-01,2.663860141598686782e-01,-3.243208207557929934e-01,-1.415298645426860992e-03,-2.164377470844003060e-01,-1.394760711513198526e-01
-2.221708424967740736e-01,3.642309098689283653e-01,-4.090430446824699917e-01,-2.452893558891686421e-01,-1.249644117366298934e-01,7.765580121331702723e-02
1.745387624660645454e+00,-1.940106639973558367e-01,5.179428451235064124e-01,3.772776466527692829e+00,8.057175839544264973e-01,-2.459704856464007605e+00
1.790404623438995646e+00,9.519735181894442011e-01,-7.891045707727024627e-01,3.660358963411993738e+00,8.630650864396433031e-01,-2.287216334568482168e+00
-8.140753059855427853e-01,1.590675858601695136e+00,-2.206974058856823184e+00,-3.154920869306788056e+00,-2.908541704850769460e-01,2.630790985751370492e+00
1.615452847336088515e-01,1.744745151380108439e+00,-2.283414683346965290e+00,-1.443372913218353482e+00,2.353456227697839909e-01,1.663751491247478009e+00
2.510024019944075757e+00,4.039937035373992735e-01,-4.341063462502796622e-01,3.379867845218699429e+00,1.357786106321576813e+00,-1.408291758645023206e+00
