q1,q2,q3,q4,q5,q6
8.191366448753181206e-01,-9.584585179252952392e-01,1.460897651022495136e+00,-2.073187068481493256e+00,-1.570861504799134334e+00,2.389909888172798258e+00
8.192403894903393935e-01,-9.585672866116374813e-01,1.461072360549122262e+00,-2.073223126619158307e+00,-1.570902391628296924e+00,2.389999106052625333e+00
8.193439893351590619e-01,-9.586759062352225857e-01,1.461247352470546934e+00,-2.073261042442882118e+00,-1.570941326612652400e+00,2.390088872666888520e+00
8.194474322270612898e-01,-9.587843644015494604e-01,1.461422625385679019e+00,-2.073300879347144132e+00,-1.570978238036830232e+00,2.390179201314055035e+00
8.195507059833301300e-01,-9.588926487161172352e-01,1.461598177893426387e+00,-2.073342700726424237e+00,-1.571013054185460778e+00,2.390270105292592095e+00
8.196537984212500794e-01,-9.590007467844249289e-01,1.461774008592698237e+00,-2.073386569975201432e+00,-1.571045703343174171e+00,2.390361597900968249e+00
8.197566973581053018e-01,-9.591086462119714495e-01,1.461950116082403328e+00,-2.073432550487954718e+00,-1.571076113794600326e+00,2.390453692437649380e+00
8.198593906111799612e-01,-9.592163346042558159e-01,1.462126498961450194e+00,-2.073480705659164869e+00,-1.571104213824369378e+00,2.390546402201103593e+00
8.199618659977582213e-01,-9.593237995667769358e-01,1.462303155828747370e+00,-2.073531098883310886e+00,-1.571129931717111461e+00,2.390639740489798548e+00
8.200641115203310960e-01,-9.594310288889429383e-01,1.462480085449561207e+00,-2.073583793148881860e+00,-1.571153196289093001e+00,2.390733720598511525e+00
8.201661322808607713e-01,-9.595380273398047555e-01,1.462657301948294020e+00,-2.073638813960721361e+00,-1.571173985440628584e+00,2.390828355481274592e+00
8.202679640605631262e-01,-9.596448301526755431e-01,1.462834847006157180e+00,-2.073696119571872831e+00,-1.571192365136859337e+00,2.390923657480773734e+00
8.203696458362694788e-01,-9.597514757340905867e-01,1.463012765174738217e+00,-2.073755661230288538e+00,-1.571208410515944509e+00,2.391019638876012543e+00
8.204712165848115912e-01,-9.598580024905852826e-01,1.463191101005623995e+00,-2.073817390183922083e+00,-1.571222196716044239e+00,2.391116311945995498e+00
8.205727152830207816e-01,-9.599644488286945831e-01,1.463369899050401379e+00,-2.073881257680725287e+00,-1.571233798875318222e+00,2.391213688969727524e+00
8.206741809077287009e-01,-9.600708531549536628e-01,1.463549203860657455e+00,-2.073947214968651753e+00,-1.571243292131925706e+00,2.391311782226213989e+00
8.207756524357671113e-01,-9.601772538758979181e-01,1.463729059987979308e+00,-2.074015213295654636e+00,-1.571250751624026165e+00,2.391410603994458928e+00
8.208771688439672198e-01,-9.602836893980625232e-01,1.463909511983953804e+00,-2.074085203909686648e+00,-1.571256252489779293e+00,2.391510166553467265e+00
8.209787691091606776e-01,-9.603901981279826527e-01,1.464090604400168028e+00,-2.074157138058700944e+00,-1.571259869867344561e+00,2.391610482182243480e+00
8.210804922081792467e-01,-9.604968184721933699e-01,1.464272381788209065e+00,-2.074230966990650238e+00,-1.571261678894881442e+00,2.391711563159792053e+00
8.211823771178541342e-01,-9.606035888372300713e-01,1.464454888699663559e+00,-2.074306641953487240e+00,-1.571261754710549630e+00,2.391813421765117909e+00
8.212844628150171022e-01,-9.607105476296279312e-01,1.464638169686118818e+00,-2.074384114195164663e+00,-1.571260172452509041e+00,2.391916070277225970e+00
8.213867882764995798e-01,-9.608177332559219019e-01,1.464822269299162150e+00,-2.074463334963636552e+00,-1.571257007258918925e+00,2.392019520975120717e+00
8.214893924791332180e-01,-9.609251841226474911e-01,1.465007232090380196e+00,-2.074544255506855173e+00,-1.571252334267938311e+00,2.392123786137806629e+00
8.215923143997495570e-01,-9.610329386363397619e-01,1.465193102611359821e+00,-2.074626827072773683e+00,-1.571246228617727780e+00,2.392228878044288631e+00
8.216955930151801368e-01,-9.611410352035339999e-01,1.465379925413688333e+00,-2.074711000909343905e+00,-1.571238765446446140e+00,2.392334808973571647e+00
8.217992673022562755e-01,-9.612495122307651574e-01,1.465567745048952597e+00,-2.074796728264520773e+00,-1.571230019892252860e+00,2.392441591204659712e+00
8.219033762378099572e-01,-9.613584081245687418e-01,1.465756606068739698e+00,-2.074883960386255666e+00,-1.571220067093308304e+00,2.392549237016558195e+00
8.220079587986723890e-01,-9.614677612914799276e-01,1.465946553024636723e+00,-2.074972648522501739e+00,-1.571208982187771275e+00,2.392657758688271574e+00
8.221130539616753330e-01,-9.615776101380336671e-01,1.466137630468230313e+00,-2.075062743921212594e+00,-1.571196840313801690e+00,2.392767168498803887e+00
8.222187007036501072e-01,-9.616879930707653568e-01,1.466329882951107999e+00,-2.075154197830340497e+00,-1.571183716609559244e+00,2.392877478727160501e+00
8.223249380014283627e-01,-9.617989484962102820e-01,1.466523355024856201e+00,-2.075246961497838605e+00,-1.571169686213202965e+00,2.392988701652345895e+00
