q1,q2,q3,q4,q5,q6
6.679044961929321289e-01,-1.407605171203613281e+00,2.136067152023315430e+00,-2.299012422561645508e+00,-1.570814967155456543e+00,2.238671779632568359e+00
6.679044921956981407e-01,-1.407605269104437173e+00,2.136067296704614815e+00,-2.299012466596267679e+00,-1.570814967365595116e+00,2.238671775312709666e+00
6.679044807094950409e-01,-1.407605548296541498e+00,2.136067709132545733e+00,-2.299012592023049528e+00,-1.570814967963216180e+00,2.238671762908980067e+00
6.679044624925715157e-01,-1.407605987014376447e+00,2.136068356883156660e+00,-2.299012788826365838e+00,-1.570814968899127528e+00,2.238671743255149948e+00
6.679044383031761400e-01,-1.407606563492390883e+00,2.136069207532496961e+00,-2.299013046990590503e+00,-1.570814970124137622e+00,2.238671717184989696e+00
6.679044088995574890e-01,-1.407607255965034554e+00,2.136070228656615555e+00,-2.299013356500097860e+00,-1.570814971589054920e+00,2.238671685532270139e+00
6.679043750399641377e-01,-1.407608042666757209e+00,2.136071387831561808e+00,-2.299013707339262691e+00,-1.570814973244686774e+00,2.238671649130761221e+00
6.679043374826447721e-01,-1.407608901832007930e+00,2.136072652633384639e+00,-2.299014089492458002e+00,-1.570814975041841866e+00,2.238671608814233771e+00
6.679042969858478562e-01,-1.407609811695236468e+00,2.136073990638132525e+00,-2.299014492944059018e+00,-1.570814976931327989e+00,2.238671565416456843e+00
6.679042543078220762e-01,-1.407610750490892570e+00,2.136075369421854386e+00,-2.299014907678439634e+00,-1.570814978863953604e+00,2.238671519771202600e+00
6.679042102068158959e-01,-1.407611696453425099e+00,2.136076756560600032e+00,-2.299015323679973744e+00,-1.570814980790526727e+00,2.238671472712240984e+00
6.679041654410781126e-01,-1.407612627817284245e+00,2.136078119630417937e+00,-2.299015730933035684e+00,-1.570814982661855153e+00,2.238671425073341048e+00
6.679041207688570791e-01,-1.407613522816919316e+00,2.136079426207357024e+00,-2.299016119422000237e+00,-1.570814984428747563e+00,2.238671377688274955e+00
6.679040769484015927e-01,-1.407614359686779837e+00,2.136080643867466655e+00,-2.299016479131240853e+00,-1.570814986042011752e+00,2.238671331390811758e+00
6.679040347379600062e-01,-1.407615116661314891e+00,2.136081740186795752e+00,-2.299016800045132758e+00,-1.570814987452455735e+00,2.238671287014723177e+00
6.679039948957811168e-01,-1.407615771974974672e+00,2.136082682741392791e+00,-2.299017072148048513e+00,-1.570814988610887974e+00,2.238671245393777820e+00
6.679039581801134995e-01,-1.407616303862208484e+00,2.136083439107307136e+00,-2.299017285424363788e+00,-1.570814989468116263e+00,2.238671207361747406e+00
6.679039253492056183e-01,-1.407616690557465411e+00,2.136083976860588152e+00,-2.299017429858452477e+00,-1.570814989974949061e+00,2.238671173752402321e+00
6.679038971613061593e-01,-1.407616910295195867e+00,2.136084263577283870e+00,-2.299017495434688474e+00,-1.570814990082194162e+00,2.238671145399512064e+00
6.679038743746636975e-01,-1.407616941309848269e+00,2.136084266833444545e+00,-2.299017472137445672e+00,-1.570814989740659806e+00,2.238671123136847907e+00
6.679038577475268079e-01,-1.407616761835873032e+00,2.136083954205118207e+00,-2.299017349951099742e+00,-1.570814988901154452e+00,2.238671107798179793e+00
6.679038480381440657e-01,-1.407616350107719239e+00,2.136083293268354222e+00,-2.299017118860023245e+00,-1.570814987514485894e+00,2.238671100217278109e+00
6.679038460047640458e-01,-1.407615684359836639e+00,2.136082251599201509e+00,-2.299016768848591408e+00,-1.570814985531462149e+00,2.238671101227913240e+00
6.679038524056354342e-01,-1.407614742826674314e+00,2.136080796773709434e+00,-2.299016289901177679e+00,-1.570814982902891233e+00,2.238671111663855573e+00
