q1,q2,q3,q4,q5,q6
4.529069662094116211e-01,-1.361724734306335449e+00,2.075823307037353516e+00,-2.284790515899658203e+00,-1.571681499481201172e+00,2.023801326751708984e+00
4.529068991474942130e-01,-1.361724620519408457e+00,2.075823159471160917e+00,-2.284790480526723844e+00,-1.571681513294818533e+00,2.023801261220382397e+00
4.529067086693938093e-01,-1.361724297315675125e+00,2.075822740339739347e+00,-2.284790380095028883e+00,-1.571681552334548426e+00,2.023801075068005773e+00
4.529064108365885577e-01,-1.361723791930704808e+00,2.075822084993821814e+00,-2.284790223135235276e+00,-1.571681612998708122e+00,2.023800783956983818e+00
4.529060217105564390e-01,-1.361723131600068415e+00,2.075821228784142214e+00,-2.284790018178003645e+00,-1.571681691685614002e+00,2.023800403549721239e+00
4.529055573527754341e-01,-1.361722343559335968e+00,2.075820207061433109e+00,-2.284789773753995945e+00,-1.571681784793583780e+00,2.023799949508622742e+00
4.529050338247235241e-01,-1.361721455044077711e+00,2.075819055176428396e+00,-2.284789498393875018e+00,-1.571681888720933840e+00,2.023799437496092146e+00
4.529044671878787454e-01,-1.361720493289863887e+00,2.075817808479861082e+00,-2.284789200628301042e+00,-1.571681999865981449e+00,2.023798883174535490e+00
4.529038735037191898e-01,-1.361719485532264740e+00,2.075816502322464618e+00,-2.284788888987936861e+00,-1.571682114627043214e+00,2.023798302206356592e+00
4.529032688337227830e-01,-1.361718459006850734e+00,2.075815172054972457e+00,-2.284788572003443541e+00,-1.571682229402436404e+00,2.023797710253959714e+00
4.529026692393674502e-01,-1.361717440949191671e+00,2.075813853028118050e+00,-2.284788258205482592e+00,-1.571682340590477844e+00,2.023797122979750007e+00
4.529020907821313391e-01,-1.361716458594858015e+00,2.075812580592634404e+00,-2.284787956124716413e+00,-1.571682444589484362e+00,2.023796556046131734e+00
4.529015495234924304e-01,-1.361715539179420231e+00,2.075811390099255416e+00,-2.284787674291806070e+00,-1.571682537797773227e+00,2.023796025115510488e+00
4.529010615249286498e-01,-1.361714709938448564e+00,2.075810316898713648e+00,-2.284787421237413074e+00,-1.571682616613661265e+00,2.023795545850289646e+00
4.529006428479180890e-01,-1.361713998107512813e+00,2.075809396341742996e+00,-2.284787205492199380e+00,-1.571682677435465303e+00,2.023795133912874800e+00
4.529003095539387291e-01,-1.361713430922183665e+00,2.075808663779076912e+00,-2.284787035586826942e+00,-1.571682716661502388e+00,2.023794804965670213e+00
4.529000777044686066e-01,-1.361713035618031142e+00,2.075808154561447960e+00,-2.284786920051956827e+00,-1.571682730690089347e+00,2.023794574671081037e+00
