generation,piece1,piece2,piece3,piece4
0,15.78273460605203,188.7540617450694,15.613841074862853,14.978419561850618
1,11.654723755514082,29.138626067261818,10.23211528002235,18.736600261653773
2,11.654723755514082,29.138626067261818,10.23211528002235,18.736600261653773
3,11.654723755514082,29.138626067261818,10.23211528002235,18.736600261653773
4,11.654723755514082,29.138626067261818,10.23211528002235,18.736600261653773
5,11.654723755514082,29.138626067261818,10.23211528002235,18.736600261653773
6,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
7,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
8,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
9,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
10,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
11,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
12,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
13,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
14,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
15,10.709410052903143,39.04049520543453,10.31061282050006,26.681934457007614
16,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
17,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
18,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
19,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
20,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
21,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
22,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
23,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
24,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
25,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
26,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
27,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
28,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
29,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
30,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
31,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
32,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
33,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
34,15.681133639567117,20.548882109562477,10.673217719307855,12.378126485579243
