tau_g_piece0_1,tau_g_piece0_2,tau_g_piece0_3,tau_g_piece0_4,tau_g_piece0_5,tau_g_piece0_6,tau_g_piece1_1,tau_g_piece1_2,tau_g_piece1_3,tau_g_piece1_4,tau_g_piece1_5,tau_g_piece1_6,tau_g_piece2_1,tau_g_piece2_2,tau_g_piece2_3,tau_g_piece2_4,tau_g_piece2_5,tau_g_piece2_6,tau_g_piece3_1,tau_g_piece3_2,tau_g_piece3_3,tau_g_piece3_4,tau_g_piece3_5,tau_g_piece3_6
-1.1914907968794646,-16.65205881103831,-25.780213164256228,-5.009780172473382,-0.8886469676463631,0.1753679073141221,2.4484778745765285,-45.97811412573721,-3.8465608493555763,8.23112016200221,-0.481399046787103,1.13143080567988,-0.9434065768114825,-50.07054817740355,-14.22486068829183,8.031831575431445,-0.49195206733940267,1.307453339055411,-0.7173306841971893,-32.24681464394731,2.78860788130792,7.320011903487605,3.1685212488942396,-1.194704578049873
-1.1914907968794646,-16.65205881103831,-25.780213164256228,-5.009780172473382,-0.8886469676463631,0.1753679073141221,2.4484778745765285,-45.97811412573721,-3.8465608493555763,8.23112016200221,-0.481399046787103,1.13143080567988,-0.9434065768114825,-50.07054817740355,-14.22486068829183,8.031831575431445,-0.49195206733940267,1.307453339055411,-0.7173306841971893,-32.24681464394731,2.78860788130792,7.320011903487605,3.1685212488942396,-1.194704578049873
-1.1914907968794646,-16.65205881103831,-25.780213164256228,-5.009780172473382,-0.8886469676463631,0.1753679073141221,2.4484778745765285,-45.97811412573721,-3.8465608493555763,8.23112016200221,-0.481399046787103,1.13143080567988,-0.9434065768114825,-50.07054817740355,-14.22486068829183,8.031831575431445,-0.49195206733940267,1.307453339055411,-0.7173306841971893,-32.24681464394731,2.78860788130792,7.320011903487605,3.1685212488942396,-1.194704578049873
-1.1914907968794646,-16.65205881103831,-25.780213164256228,-5.009780172473382,-0.8886469676463631,0.1753679073141221,2.4484778745765285,-45.97811412573721,-3.8465608493555763,8.23112016200221,-0.481399046787103,1.13143080567988,-0.9434065768114825,-50.07054817740355,-14.22486068829183,8.031831575431445,-0.49195206733940267,1.307453339055411,-0.7173306841971893,-32.24681464394731,2.78860788130792,7.320011903487605,3.1685212488942396,-1.194704578049873
-3.2757678179475906,-7.432316523238456,-26.728010404467664,-3.560276419805785,1.6119603833925535,-0.32671684065191187,6.728942387197652,38.97497093253446,2.518319499921928,-6.819216077600386,-1.9937007589454552,0.8090068134456616,-3.9859369082527842,-44.77881107490353,-12.570786813135106,7.471987113936963,0.008724864846838876,-1.446791853582154,-1.8491184956220865,-40.253296310385885,0.4454018795692942,6.846093907210333,2.99581014921161,-1.860739238939634
-3.2757678179475906,-7.432316523238456,-26.728010404467664,-3.560276419805785,1.6119603833925535,-0.32671684065191187,6.728942387197652,38.97497093253446,2.518319499921928,-6.819216077600386,-1.9937007589454552,0.8090068134456616,-3.9859369082527842,-44.77881107490353,-12.570786813135106,7.471987113936963,0.008724864846838876,-1.446791853582154,-1.8491184956220865,-40.253296310385885,0.4454018795692942,6.846093907210333,2.99581014921161,-1.860739238939634
-3.2757678179475906,-7.432316523238456,-26.728010404467664,-3.560276419805785,1.6119603833925535,-0.32671684065191187,6.728942387197652,38.97497093253446,2.518319499921928,-6.819216077600386,-1.9937007589454552,0.8090068134456616,-3.9859369082527842,-44.77881107490353,-12.570786813135106,7.471987113936963,0.008724864846838876,-1.446791853582154,-1.8491184956220865,-40.253296310385885,0.4454018795692942,6.846093907210333,2.99581014921161,-1.860739238939634
-3.2757678179475906,-7.432316523238456,-26.728010404467664,-3.560276419805785,1.6119603833925535,-0.32671684065191187,6.728942387197652,38.97497093253446,2.518319499921928,-6.819216077600386,-1.9937007589454552,0.8090068134456616,-3.9859369082527842,-44.77881107490353,-12.570786813135106,7.471987113936963,0.008724864846838876,-1.446791853582154,-1.8491184956220865,-40.253296310385885,0.4454018795692942,6.846093907210333,2.99581014921161,-1.860739238939634
0.3096594431154251,7.252671197342718,26.67455177940279,4.306499381906415,1.156619812562501,-0.18361614517384472,4.199923351959383,32.20137258214872,2.8814040201033198,-5.366464359619798,0.7492145277769406,1.6772527951931182,-1.2720212074331214,37.30073622718477,14.511702805710254,-6.726918193848231,-3.035558254279099,1.0683594684586506,-0.8492903992901659,-35.14493958023541,-10.46895401162104,3.6119520340110256,-2.605138265661009,-0.8996262729832791
0.3096594431154251,7.252671197342718,26.67455177940279,4.306499381906415,1.156619812562501,-0.18361614517384472,4.199923351959383,32.20137258214872,2.8814040201033198,-5.366464359619798,0.7492145277769406,1.6772527951931182,-1.2720212074331214,37.30073622718477,14.511702805710254,-6.726918193848231,-3.035558254279099,1.0683594684586506,-0.8492903992901659,-35.14493958023541,-10.46895401162104,3.6119520340110256,-2.605138265661009,-0.8996262729832791
0.3096594431154251,7.252671197342718,26.67455177940279,4.306499381906415,1.156619812562501,-0.18361614517384472,4.199923351959383,32.20137258214872,2.8814040201033198,-5.366464359619798,0.7492145277769406,1.6772527951931182,-1.2720212074331214,37.30073622718477,14.511702805710254,-6.726918193848231,-3.035558254279099,1.0683594684586506,-0.8492903992901659,-35.14493958023541,-10.46895401162104,3.6119520340110256,-2.605138265661009,-0.8996262729832791
0.3096594431154251,7.252671197342718,26.67455177940279,4.306499381906415,1.156619812562501,-0.18361614517384472,4.199923351959383,32.20137258214872,2.8814040201033198,-5.366464359619798,0.7492145277769406,1.6772527951931182,-1.2720212074331214,37.30073622718477,14.511702805710254,-6.726918193848231,-3.035558254279099,1.0683594684586506,-0.8492903992901659,-35.14493958023541,-10.46895401162104,3.6119520340110256,-2.605138265661009,-0.8996262729832791
0.3096594431154251,7.252671197342718,26.67455177940279,4.306499381906415,1.156619812562501,-0.18361614517384472,4.199923351959383,32.20137258214872,2.8814040201033198,-5.366464359619798,0.7492145277769406,1.6772527951931182,-1.2720212074331214,37.30073622718477,14.511702805710254,-6.726918193848231,-3.035558254279099,1.0683594684586506,-0.8492903992901659,-35.14493958023541,-10.46895401162104,3.6119520340110256,-2.605138265661009,-0.8996262729832791
0.3096594431154251,7.252671197342718,26.67455177940279,4.306499381906415,1.156619812562501,-0.18361614517384472,4.199923351959383,32.20137258214872,2.8814040201033198,-5.366464359619798,0.7492145277769406,1.6772527951931182,-1.2720212074331214,37.30073622718477,14.511702805710254,-6.726918193848231,-3.035558254279099,1.0683594684586506,-0.8492903992901659,-35.14493958023541,-10.46895401162104,3.6119520340110256,-2.605138265661009,-0.8996262729832791
1.5097210485866248,-24.579842580081163,-24.42705334676117,-5.082767887462085,0.6389276331469058,0.12467300757094535,-3.4425784995853057,-50.61732799047114,-7.695719981179474,7.723124124527999,-2.3140001061826774,1.614086745897457,1.3577726157746843,-41.63591436674557,-23.408973584502114,0.3554255794412917,0.5992402028783941,0.5992689885747513,0.06674434217891569,-8.36870047310159,-7.095996936947737,0.841487817530373,-4.116198356913933,-0.8265822809584566
