config_0,config_1,config_2,config_3
[-4.4237843  0.8266974 -1.487124  -0.8594628  4.734845   3.4353647],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-5.6080437  -2.0459914  -2.385258    4.520318    0.67707086 -0.06939508]
[-4.4237843  0.8266974 -1.487124  -0.8594628  4.734845   3.4353647],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-5.6080437  -2.0459914  -2.385258    4.520318    0.67707086 -0.06939508]
[ 0.65755916 -2.0295131  -1.3182508  -4.3754478  -1.7379454   2.2393286 ],[-3.7966132  4.5296965 -2.6057103  4.3669186 -5.3325047  4.883981 ],[ 0.18670402  2.7936149   2.064122   -3.0073547  -3.7415736   5.047115  ],[0. 0. 0. 0. 0. 0.]
[ 0.65755916 -2.0295131  -1.3182508  -4.3754478  -1.7379454   2.2393286 ],[-3.7966132  4.5296965 -2.6057103  4.3669186 -5.3325047  4.883981 ],[ 0.18670402  2.7936149   2.064122   -3.0073547  -3.7415736   5.047115  ],[0. 0. 0. 0. 0. 0.]
[ 0.65755916 -2.0295131  -1.3182508  -4.3754478  -1.7379454   2.2393286 ],[-3.7966132  4.5296965 -2.6057103  4.3669186 -5.3325047  4.883981 ],[ 0.18670402  2.7936149   2.064122   -3.0073547  -3.7415736   5.047115  ],[0. 0. 0. 0. 0. 0.]
[ 0.65755916 -2.0295131  -1.3182508  -4.3754478  -1.7379454   2.2393286 ],[-3.7966132  4.5296965 -2.6057103  4.3669186 -5.3325047  4.883981 ],[ 0.18670402  2.7936149   2.064122   -3.0073547  -3.7415736   5.047115  ],[0. 0. 0. 0. 0. 0.]
