piece1_joint1,piece1_joint2,piece1_joint3,piece1_joint4,piece2_joint1,piece2_joint2,piece2_joint3,piece2_joint4,piece3_joint1,piece3_joint2,piece3_joint3,piece3_joint4
100.0,100.0,100.0,100.0,0.11062393106701417,0.26077844499444547,0.26077844499444547,0.26077844499444547,0.2355670827508636,0.25287316712974467,0.25287316712974467,0.07341306515874864
0.26059327288664635,0.23048331739871367,0.26059327288664635,0.26059327288664635,0.17293731140918292,0.2501368916088582,0.2501368916088582,0.2501368916088582,0.25359650251988314,0.25359650251988314,0.07891102560146529,0.25359650251988314
100.0,100.0,100.0,100.0,0.2521525021664536,0.2521525021664536,0.2521525021664536,0.17861260992747824,0.132307919726651,0.05235262123886295,0.1750743603919489,0.25755535617424297
100.0,100.0,100.0,100.0,0.24824241248255813,0.24824241248255813,0.24824241248255813,0.24824241248255813,0.2585735287506264,0.09243064807534389,0.1337012062161192,0.14122603165489528
0.20344010969607784,0.11853919750064185,0.119451836999114,0.2501418893926869,0.2581931759805068,0.2581931759805068,0.2581931759805068,0.2581931759805068,0.2499704521158408,0.2499704521158408,0.10327512203148259,0.20309208419985972
0.12558408055071715,0.2554408473509547,0.08272047377135772,0.2554408473509547,,,,,,,,
